,Project Number,Purchase Type,Remote Net Metering,Affordable Solar,Community Distributed Generation
101170,184665,Power Purchase Agreement,,No,No
101171,216869,Lease,,No,No
101172,212716,Purchase,,No,No
101173,218817,Purchase,,No,No
101174,187701,Lease,,No,No
101175,188753,Power Purchase Agreement,,No,No
101176,191753,Lease,,Yes,No
101177,213319,Purchase,,No,No
101178,192694,Lease,,No,No
101179,212160,Purchase,,No,No
101180,194252,Purchase,,No,No
101181,183385,Purchase,,No,No
101182,217088,Purchase,,No,No
101183,182945,Purchase,,No,No
101184,206343,Purchase,,No,No
101185,188502,Purchase,,No,No
101186,186632,Purchase,,No,No
101187,208502,Purchase,,No,No
101188,187972,Purchase,,No,No
101189,189566,Purchase,,No,No
101190,209065,Purchase,,No,No
101191,213914,Purchase,,No,No
101192,210748,Purchase,,No,No
101193,210481,Purchase,,No,Yes
101194,211755,Purchase,,No,No
101195,192116,Purchase,,No,No
101196,211824,Purchase,,No,No
101197,207445,Purchase,,No,No
101198,211648,Lease,,No,No
101199,188348,Lease,,No,No
101200,206660,Purchase,,No,No
101201,205613,Purchase,,No,No
101202,216360,Purchase,,No,No
101203,191277,Purchase,,No,No
101204,210377,Purchase,,No,No
101205,218463,Lease,,No,No
101206,192730,Purchase,,No,No
101207,191606,Purchase,,Yes,No
101208,204156,Purchase,,Yes,No
101209,218629,Lease,,No,No
101210,204392,Purchase,,No,No
101211,210285,Purchase,,No,No
101212,183330,Purchase,,No,No
101213,208459,Lease,,No,No
101214,207740,Purchase,,No,No
101215,217342,Purchase,,No,No
101216,184924,Purchase,,No,No
101217,183261,Purchase,,No,No
101218,212275,Purchase,,No,No
101219,181823,Purchase,,No,No
101220,185441,Purchase,,No,No
101221,202750,Lease,,No,No
101222,207565,Power Purchase Agreement,,No,No
101223,194425,Purchase,,No,No
101224,209742,Lease,,No,No
101225,185348,Purchase,,No,No
101226,185973,Power Purchase Agreement,,No,No
101227,213276,Purchase,,No,No
101228,206438,Purchase,,No,No
101229,182392,Purchase,,No,No
101230,184929,Lease,,No,No
101231,182778,Purchase,,No,No
101232,212287,Purchase,,No,No
101233,192923,Purchase,,No,No
101234,214616,Purchase,,No,No
101235,182303,Purchase,,No,No
101236,186489,Power Purchase Agreement,,No,No
101237,205973,Lease,,No,No
101238,191519,Lease,,No,No
101239,181813,Lease,,No,No
101240,211334,Purchase,,No,No
101241,207661,Purchase,,No,No
101242,219604,Power Purchase Agreement,,No,No
101243,187871,Lease,,No,No
101244,216011,Purchase,,No,Yes
101245,207627,Lease,,No,No
101246,218314,Purchase,,No,No
101247,187091,Purchase,,No,No
101248,181867,Purchase,,No,No
101249,214442,Purchase,,No,No
101250,188077,Purchase,,No,No
101251,208423,Purchase,,No,No
101252,184889,Purchase,,No,No
101253,204282,Purchase,,No,No
101254,215932,Purchase,,No,No
101255,211897,Purchase,,No,No
101256,218803,Lease,,No,No
101257,192711,Purchase,,No,No
101258,203393,Purchase,,No,No
101259,215458,Lease,,No,No
101260,204800,Lease,,No,No
101261,188006,Lease,,No,No
101262,207202,Purchase,,No,No
101263,215044,Lease,,No,No
101264,205238,Power Purchase Agreement,,No,No
101265,186997,Purchase,,No,No
101266,193391,Lease,,No,No
101267,197868,Purchase,,No,No
101268,217238,Lease,,No,No
101269,213603,Purchase,,No,No
101270,183251,Purchase,,No,No
101271,211045,Lease,,No,No
101272,212470,Purchase,,No,No
101273,205667,Purchase,,No,No
101274,189125,Lease,,No,No
101275,194980,Purchase,,No,No
101276,194528,Purchase,,No,No
101277,212139,Purchase,,No,No
101278,185000,Lease,,No,No
101279,182473,Lease,,No,No
101280,190063,Purchase,,No,No
101281,186720,Purchase,,No,No
101282,189897,Purchase,,No,No
101283,206687,Purchase,,No,No
101284,215869,Lease,,No,No
101285,187771,Purchase,,No,No
101286,182445,Purchase,,No,No
101287,217824,Lease,,No,No
101288,204624,Purchase,,No,No
101289,181785,Purchase,,No,No
101290,186231,Purchase,,No,No
101291,188316,Power Purchase Agreement,,No,No
101292,183303,Lease,,No,No
101293,215610,Lease,,No,No
101294,203563,Purchase,,No,No
101295,215149,Lease,,No,No
101296,186527,Purchase,,No,No
101297,184778,Purchase,,No,No
101298,215882,Purchase,,No,No
101299,190392,Lease,,No,No
101300,185039,Purchase,,No,No
101301,210862,Purchase,,No,No
101302,188660,Purchase,,No,No
101303,211637,Lease,,No,No
101304,182810,Purchase,,No,No
101305,210291,Purchase,,No,No
101306,205354,Purchase,,No,No
101307,211241,Lease,,No,No
101308,212611,Purchase,,No,No
101309,213363,Lease,,No,No
101310,194759,Purchase,,No,No
101311,185037,Lease,,No,No
101312,206318,Purchase,,Yes,No
101313,187385,Purchase,,No,No
101314,211341,Purchase,,No,No
101315,214492,Purchase,,No,No
101316,215264,Purchase,,No,No
101317,210318,Purchase,,No,No
101318,217225,Power Purchase Agreement,,No,No
101319,204019,Purchase,,No,No
101320,183153,Purchase,,No,No
101321,210673,Lease,,No,No
101322,183948,Purchase,,No,No
101323,218107,Purchase,,No,No
101324,203270,Purchase,,No,No
101325,184597,Purchase,,No,No
101326,205249,Power Purchase Agreement,,No,No
101327,213435,Lease,,No,No
101328,203736,Lease,,No,No
101329,183822,Lease,,No,No
101330,216059,Purchase,,No,No
101331,204461,Purchase,,No,No
101332,208223,Purchase,,No,No
101333,206898,Lease,,No,No
101334,203657,Power Purchase Agreement,,No,No
101335,194069,Purchase,,No,No
101336,203043,Power Purchase Agreement,,No,No
101337,182914,Purchase,,No,No
101338,216975,Lease,,No,No
101339,187216,Purchase,,No,No
101340,189081,Purchase,,No,No
101341,182537,Purchase,,No,No
101342,209245,Purchase,,No,No
101343,194606,Purchase,,No,No
101344,194925,Purchase,,No,No
101345,182978,Purchase,,No,No
101346,182112,Lease,,No,No
101347,208124,Purchase,,No,No
101348,208577,Purchase,,No,No
101349,209352,Purchase,,No,No
101350,204594,Lease,,No,No
101351,182659,Purchase,,No,No
101352,182662,Lease,,No,No
101353,181710,Purchase,,No,No
101354,182883,Purchase,,No,No
101355,209982,Purchase,,No,No
101356,207673,Lease,,No,No
101357,191423,Lease,,No,No
101358,182226,Lease,,No,No
101359,185239,Purchase,,No,No
101360,184838,Purchase,,No,No
101361,211208,Purchase,,No,No
101362,212104,Lease,,No,No
101363,189925,Purchase,,No,No
101364,182263,Lease,,No,No
101365,208690,Purchase,,No,No
101366,214835,Lease,,No,No
101367,186944,Purchase,,No,No
101368,186784,Purchase,,No,No
101369,214052,Purchase,,No,No
101370,183024,Power Purchase Agreement,,No,No
101371,210262,Purchase,,No,No
101372,188902,Purchase,,No,No
101373,187653,Purchase,,No,No
101374,212051,Purchase,,No,No
101375,215297,Lease,,No,No
101376,188248,Purchase,,No,No
101377,213674,Purchase,,No,No
101378,213140,Purchase,,No,No
101379,191848,Purchase,,No,No
101380,205821,Power Purchase Agreement,,No,No
101381,217007,Lease,,No,No
101382,212635,Power Purchase Agreement,,No,No
101383,191399,Purchase,,No,No
101384,209828,Purchase,,No,No
101385,204664,Purchase,,No,No
101386,219391,Purchase,,No,No
101387,209862,Purchase,,No,No
101388,204335,Purchase,,No,No
101389,205819,Purchase,,No,No
101390,218555,Purchase,,No,No
101391,209500,Power Purchase Agreement,,No,No
101392,183672,Purchase,,No,No
101393,182795,Lease,,No,No
101394,214779,Lease,,No,No
101395,211493,Purchase,,No,No
101396,181942,Purchase,,No,No
101397,184860,Lease,,No,No
101398,203781,Purchase,,Yes,No
101399,206776,Purchase,,No,No
101400,207594,Purchase,,No,No
101401,182497,Lease,,No,No
101402,210592,Purchase,,No,No
101403,210755,Purchase,,No,No
101404,213084,Purchase,,No,No
101405,208483,Purchase,,No,No
101406,213768,Purchase,,No,No
101407,194580,Lease,,No,No
101408,183342,Lease,,No,No
101409,209288,Lease,,No,No
101410,186851,Purchase,,No,No
101411,188383,Purchase,,No,No
101412,213370,Purchase,,No,No
101413,208949,Purchase,,No,No
101414,217580,Purchase,,No,No
101415,208537,Purchase,,No,No
101416,190526,Purchase,,No,No
101417,206391,Purchase,,No,No
101418,192883,Purchase,,No,No
101419,215350,Purchase,,No,No
101420,215560,Purchase,,No,No
101421,207344,Purchase,,No,No
101422,187907,Purchase,,No,No
101423,194380,Purchase,,No,No
101424,186327,Purchase,,No,No
101425,185175,Purchase,,No,No
101426,183520,Purchase,,No,No
101427,205276,Purchase,,No,No
101428,187143,Lease,,No,No
101429,216081,Purchase,,No,No
101430,217139,Purchase,,No,No
101431,184704,Lease,,No,No
101432,192235,Purchase,,No,No
101433,185753,Lease,,No,No
101434,188800,Purchase,,No,No
101435,184231,Purchase,,No,No
101436,191980,Purchase,,No,No
101437,214999,Lease,,No,No
101438,185687,Lease,,No,No
101439,198146,Lease,,No,No
101440,186665,Purchase,,No,No
101441,188420,Purchase,,No,No
101442,183238,Purchase,,No,No
101443,186397,Purchase,,No,No
101444,196584,Purchase,,No,No
101445,190666,Purchase,,No,No
101446,192174,Purchase,,No,No
101447,216209,Purchase,,No,No
101448,204533,Purchase,,No,No
101449,217702,Power Purchase Agreement,,No,No
101450,194415,Lease,,No,No
101451,203984,Purchase,,No,No
101452,205088,Lease,,No,No
101453,213417,Purchase,,No,No
101454,212564,Purchase,,No,No
101455,203129,Purchase,,No,No
101456,215194,Purchase,,No,No
101457,184916,Purchase,,No,No
101458,210639,Purchase,,No,No
101459,208608,Purchase,,No,No
101460,206586,Purchase,,No,No
101461,191501,Purchase,,No,No
101462,185423,Purchase,,No,No
101463,184110,Purchase,,No,No
101464,194901,Purchase,,No,No
101465,187361,Purchase,,No,No
101466,206079,Purchase,,No,No
101467,214372,Power Purchase Agreement,,No,No
101468,216555,Purchase,,No,No
101469,209397,Purchase,,No,No
101470,193440,Lease,,No,No
101471,205082,Power Purchase Agreement,,No,No
101472,212669,Purchase,,No,No
101473,183738,Purchase,,No,No
101474,185774,Lease,,No,No
101475,190325,Purchase,,No,No
101476,184445,Purchase,,No,No
101477,218755,Purchase,,No,No
101478,184529,Purchase,,No,No
101479,191876,Purchase,,No,No
101480,194168,Lease,,No,No
101481,186310,Purchase,,No,No
101482,203174,Purchase,,No,No
101483,205390,Purchase,,No,No
101484,214164,Purchase,,No,No
101485,207247,Purchase,,No,No
101486,214294,Purchase,,No,No
101487,185411,Purchase,,No,No
101488,206257,Purchase,,No,No
101489,214707,Lease,,No,No
101490,190233,Purchase,,No,No
101491,186884,Purchase,,No,No
101492,190482,Purchase,,No,No
101493,188048,Purchase,,No,No
101494,213811,Lease,,No,No
101495,182040,Purchase,,No,No
101496,206779,Purchase,,No,No
101497,215486,Purchase,,No,No
101498,194118,Purchase,,No,No
101499,194837,Purchase,,No,No
101500,184832,Purchase,,No,No
101501,214922,Purchase,,No,No
101502,182834,Purchase,,No,No
101503,210020,Purchase,,No,No
101504,185129,Purchase,,No,No
101505,188597,Purchase,,No,No
101506,192810,Power Purchase Agreement,,No,No
101507,185271,Purchase,,No,No
101508,183280,Lease,,No,No
101509,185965,Lease,,No,No
101510,183223,Lease,,No,No
101511,184040,Purchase,,No,No
101512,191931,Purchase,,No,No
101513,184940,Lease,,No,No
101514,214662,Purchase,,No,No
101515,184557,Purchase,,No,No
101516,212847,Purchase,,No,No
101517,204216,Purchase,,No,No
101518,184627,Purchase,,No,No
101519,186503,Lease,,No,No
101520,192653,Purchase,,No,No
101521,191556,Lease,,No,No
101522,185491,Power Purchase Agreement,,No,No
101523,218268,Lease,,No,No
101524,215754,Purchase,,No,No
101525,191017,Lease,,No,No
101526,212501,Purchase,,No,No
101527,191295,Power Purchase Agreement,,No,No
101528,219636,Purchase,,No,No
101529,204731,Lease,,No,No
101530,194960,Purchase,,No,No
101531,186900,Purchase,,No,No
101532,194468,Purchase,,No,No
101533,183445,Purchase,,No,No
101534,214305,Purchase,,No,No
101535,203544,Purchase,,No,No
101536,209140,Purchase,,No,No
101537,188944,Purchase,,No,No
101538,189717,Purchase,,No,No
101539,183003,Purchase,,No,No
101540,186120,Purchase,,No,No
101541,217372,Purchase,,No,No
101542,208174,Purchase,,No,No
101543,203118,Purchase,,No,No
101544,188936,Purchase,,No,No
101545,186567,Lease,,No,No
101546,198352,Lease,,No,No
101547,192290,Purchase,,No,No
101548,219278,Purchase,,No,No
101549,205785,Purchase,,No,No
101550,186605,Purchase,,No,No
101551,183857,Purchase,,No,No
101552,206338,Purchase,,No,No
101553,186262,Purchase,,No,No
101554,183318,Purchase,,No,No
101555,214026,Purchase,,No,No
101556,216828,Purchase,,No,No
101557,203243,Purchase,,No,No
101558,194935,Purchase,,No,No
101559,209639,Purchase,,No,No
101560,187797,Purchase,,No,No
101561,185021,Lease,,No,No
101562,212181,Purchase,,No,No
101563,195065,Power Purchase Agreement,,No,No
101564,193366,Purchase,,No,No
101565,196511,Purchase,,No,No
101566,217392,Purchase,,No,No
101567,210398,Lease,,No,No
101568,205859,Lease,,No,No
101569,187013,Purchase,,No,No
101570,205978,Lease,,No,No
101571,205045,Purchase,,No,No
101572,192509,Purchase,,No,No
101573,187824,Purchase,,No,No
101574,213110,Lease,,No,No
101575,213979,Purchase,,No,No
101576,204721,Lease,,No,No
101577,183919,Purchase,,No,No
101578,186995,Purchase,,No,No
101579,216506,Purchase,,No,No
101580,187982,Purchase,,No,No
101581,191658,Purchase,,No,No
101582,209091,Purchase,,No,No
101583,207580,Purchase,,No,No
101584,185642,Purchase,,No,No
101585,216199,Purchase,,No,No
101586,183729,Lease,,No,No
101587,192441,Purchase,,No,No
101588,206618,Lease,,No,No
101589,213551,Purchase,,No,No
101590,212593,Lease,,No,No
101591,189688,Lease,,No,No
101592,184145,Purchase,,No,No
101593,218477,Purchase,,No,No
101594,187881,Purchase,,No,No
101595,213159,Lease,,No,No
101596,186928,Purchase,,No,No
101597,210975,Purchase,,No,No
101598,183435,Purchase,,No,No
101599,192911,Purchase,,No,No
101600,204270,Purchase,,No,No
101601,208752,Purchase,,No,No
101602,210804,Purchase,,No,No
101603,214695,Lease,,No,No
101604,185217,Purchase,,No,No
101605,205320,Purchase,,Yes,No
101606,187662,Purchase,,No,No
101607,208145,Purchase,,No,No
101608,189418,Purchase,,No,No
101609,204220,Purchase,,No,No
101610,184542,Purchase,,No,No
101611,216895,Purchase,,No,No
101612,213548,Purchase,,No,No
101613,210498,Power Purchase Agreement,,No,No
101614,203102,Purchase,,No,No
101615,209630,Purchase,,No,No
101616,184897,Lease,,No,No
101617,212395,Purchase,,No,No
101618,192673,Purchase,,No,No
101619,219131,Lease,,No,No
101620,218350,Lease,,No,No
101621,204873,Purchase,,No,No
101622,182253,Purchase,,No,No
101623,217254,Lease,,No,No
101624,216442,Purchase,,No,No
101625,181857,Purchase,,No,No
101626,209582,Purchase,,No,No
101627,213448,Purchase,,No,No
101628,181775,Purchase,,No,No
101629,209483,Purchase,,No,No
101630,217275,Purchase,,No,No
101631,211613,Purchase,,No,No
101632,205748,Purchase,,No,No
101633,189429,Power Purchase Agreement,,No,No
101634,211846,Purchase,,No,No
101635,207641,Lease,,No,No
101636,214450,Lease,,No,No
101637,217471,Purchase,,No,No
101638,212894,Power Purchase Agreement,,No,No
101639,219350,Purchase,,No,No
101640,182384,Purchase,,No,No
101641,182510,Purchase,,No,No
101642,210464,Purchase,,No,No
101643,214389,Power Purchase Agreement,,No,No
101644,215574,Purchase,,No,No
101645,207977,Purchase,,No,No
101646,192740,Purchase,,No,No
101647,184982,Purchase,,No,No
101648,188426,Lease,,No,No
101649,217841,Purchase,,No,No
101650,181906,Purchase,,No,No
101651,215038,Lease,,No,No
101652,188019,Lease,,No,No
101653,194323,Purchase,,No,No
101654,195258,Purchase,,No,No
101655,185476,Power Purchase Agreement,,No,No
101656,181895,Lease,,No,No
101657,206461,Purchase,,No,No
101658,189142,Purchase,,No,No
101659,187204,Power Purchase Agreement,,No,No
101660,185557,Purchase,,No,No
101661,219364,Purchase,,No,No
101662,213040,Lease,,No,No
101663,208519,Purchase,,No,No
101664,182428,Purchase,,No,No
101665,186702,Purchase,,No,No
101666,203312,Purchase,,No,No
101667,208885,Lease,,No,No
101668,203455,Lease,,No,No
101669,182818,Purchase,,No,No
101670,189304,Purchase,,Yes,No
101671,215166,Purchase,,No,No
101672,204886,Purchase,,No,No
101673,184428,Purchase,,No,No
101674,192508,Purchase,,No,No
101675,189197,Purchase,,No,No
101676,211776,Lease,,No,No
101677,194359,Purchase,,No,No
101678,206822,Purchase,,No,No
101679,205345,Purchase,,No,No
101680,183365,Purchase,,No,No
101681,216576,Purchase,,No,No
101682,210238,Purchase,,No,No
101683,185053,Purchase,,No,No
101684,219533,Purchase,,No,No
101685,210955,Purchase,,No,No
101686,187685,Purchase,,No,No
101687,187099,Purchase,,No,No
101688,209804,Purchase,,No,No
101689,207864,Purchase,,No,No
101690,191675,Purchase,,No,No
101691,188068,Purchase,,No,No
101692,208961,Lease,,No,No
101693,186084,Lease,,No,No
101694,209541,Purchase,,No,No
101695,183611,Purchase,,No,No
101696,210310,Purchase,,No,No
101697,215594,Purchase,,No,No
101698,192057,Purchase,,No,No
101699,217623,Purchase,,No,No
101700,183134,Purchase,,No,No
101701,183978,Purchase,,No,No
101702,215008,Lease,,No,No
101703,191148,Purchase,,No,No
101704,204641,Purchase,,No,No
101705,211685,Purchase,,No,No
101706,206520,Purchase,,No,No
101707,211100,Purchase,,No,No
101708,207689,Purchase,,No,No
101709,182014,Purchase,,No,No
101710,182143,Purchase,,No,No
101711,203039,Lease,,No,No
101712,205692,Purchase,,No,No
101713,208135,Purchase,,No,No
101714,186838,Purchase,,No,No
101715,182737,Purchase,,No,No
101716,182613,Lease,,No,No
101717,188041,Power Purchase Agreement,,No,No
101718,205260,Purchase,,No,No
101719,205698,Purchase,,No,No
101720,194616,Lease,,No,No
101721,210067,Lease,,No,No
101722,214147,Purchase,,No,No
101723,182966,Purchase,,No,No
101724,212373,Lease,,No,No
101725,183567,Purchase,,No,No
101726,211604,Purchase,,No,No
101727,194182,Power Purchase Agreement,,No,No
101728,195419,Purchase,,No,No
101729,194092,Purchase,,No,No
101730,218266,Purchase,,No,No
101731,184841,Purchase,,No,No
101732,205111,Purchase,,Yes,No
101733,214035,Purchase,,No,No
101734,208096,Purchase,,No,No
101735,212123,Lease,,No,No
101736,213398,Purchase,,No,No
101737,205908,Purchase,,No,No
101738,205225,Lease,,No,No
101739,186816,Purchase,,No,No
101740,217802,Purchase,,No,No
101741,216242,Lease,,No,No
101742,217942,Power Purchase Agreement,,No,No
101743,213588,Lease,,No,No
101744,183019,Purchase,,No,No
101745,182216,Power Purchase Agreement,,No,No
101746,211035,Power Purchase Agreement,,No,No
101747,209814,Purchase,,No,No
101748,191811,Lease,,No,No
101749,211533,Purchase,,No,No
101750,188213,Purchase,,No,No
101751,204129,Purchase,,No,No
101752,183478,Purchase,,No,No
101753,189511,Lease,,No,Yes
101754,211817,Purchase,,No,No
101755,186970,Purchase,,No,No
101756,215955,Lease,,No,No
101757,185305,Purchase,,No,No
101758,211473,Power Purchase Agreement,,No,No
101759,211272,Lease,,No,No
101760,189590,Purchase,,No,No
101761,192846,Purchase,,No,No
101762,207879,Purchase,,Yes,No
101763,214860,Lease,,No,No
101764,195440,Purchase,,No,No
101765,218518,Purchase,,No,No
101766,206051,Power Purchase Agreement,,No,No
101767,214890,Lease,,No,No
101768,215725,Purchase,,No,No
101769,183045,Lease,,No,No
101770,212621,Purchase,,No,No
101771,217001,Power Purchase Agreement,,No,No
101772,181991,Purchase,,No,No
101773,185293,Purchase,,No,No
101774,189512,Purchase,,No,No
101775,204081,Purchase,,No,No
101776,204433,Purchase,,No,No
101777,185601,Purchase,,No,No
101778,211938,Purchase,,No,No
101779,216609,Lease,,No,No
101780,215548,Purchase,,No,No
101781,211187,Purchase,,No,No
101782,185255,Purchase,,No,No
101783,203380,Purchase,,No,No
101784,207362,Purchase,,No,No
101785,191434,Lease,,No,No
101786,217329,Purchase,,No,No
101787,216423,Purchase,,No,No
101788,212128,Purchase,,No,No
101789,188573,Purchase,,No,No
101790,188358,Lease,,No,No
101791,195491,Purchase,,No,No
