,Project Number,Zip Code
12075,2014-657155-Sola,11948
12076,2014-658786-Sola,11704
12077,2010-144750-SLPR,11738
12078,2014-649235-Sola,11726
12079,2011-156572-SLPR,11510
12080,2013-636807-Sola,11959
12081,2011-390975-SLPR,11931
12082,2014-646094-Sola,11703
12083,2014-645249-Sola,11963
12084,2011-157425-SLPR,11946
12085,2011-159219-SLPR,11971
12086,2013-539242-Sola,11746
12087,4005-014,12110
12088,2013-622371-Sola,11783
12089,2014-648481-Sola,11738
12090,2013-632944-Sola,11930
12091,2011-158200-SLPR,11976
12092,2011-158375-SLPR,11971
12093,2014-646644-Sola,11980
12094,2014-646548-Sola,11756
12095,2011-161201-SLPR,11977
12096,2012-464388-Sola,11955
12097,2013-529327-Sola,11754
12098,2014-664412-Sola,11714
12099,2013-538268-Sola,11932
12100,4006-52450,14882
12101,2011-160916-SLPR,11779
12102,2014-663349-Sola,11801
12103,2013-538769-Sola,11753
12104,2012-476870-Sola,11746
12105,2012-519442-Sola,11932
12106,2013-636748-Sola,11501
12107,2014-649265-Sola,11767
12108,2011-158527-SLPR,11951
12109,2011-159417-SLPR,11949
12110,2014-646010-Sola,11779
12111,2013-636545-Sola,11704
12112,2011-378599-SLPR,11720
12113,2013-535576-Sola,11720
12114,2011-158592-SLPR,11763
12115,2011-159230-SLPR,11803
12116,2013-608163-Sola,11731
12117,2014-659150-Sola,11784
12118,2011-158023-SLPR,11935
12119,2014-661292-Sola,11758
12120,2014-650955-Sola,11754
12121,2011-160787-SLPR,11953
12122,2012-475204-Sola,11561
12123,2013-536094-Sola,11561
12124,2013-625305-Sola,11572
12125,2010-144602-SLPR,11561
12126,4054-023,13031
12127,2011-157830-SLPR,11566
12128,2014-654864-Sola,11754
12129,2013-537012-Sola,11772
12130,2010-145045-SLPR,11733
12131,4054-23891,14560
12132,2013-528331-Sola,11731
12133,2014-655450-Sola,11787
12134,2013-538888-Sola,11952
12135,2011-156630-SLPR,11787
12136,2012-479094-Sola,11967
12137,2011-159246-SLPR,11772
12138,2012-505110-Sola,11788
12139,2013-542484-Sola,11791
12140,2011-157283-SLPR,11978
12141,4030-20125,12590
12142,2014-660955-Sola,11717
12143,2011-157602-SLPR,11740
12144,2011-160492-SLPR,11697
12145,2014-646308-Sola,11949
12146,2014-645770-Sola,11901
12147,2014-649631-Sola,11727
12148,2011-448226-Sola,11596
12149,2014-648194-Sola,11704
12150,2014-645196-Sola,11702
12151,2011-158111-SLPR,11558
12152,2013-539287-Sola,11554
12153,4015-82042,10472
12154,4033-47755,14850
12155,2014-658902-Sola,11782
12156,4006-41368,13760
12157,2011-159538-SLPR,11768
12158,2011-158516-SLPR,11023
12159,2011-158624-SLPR,11581
12160,2013-534729-Sola,11961
12161,2013-542190-Sola,11937
12162,2011-390635-SLPR,11968
12163,2011-160141-SLPR,11968
12164,2014-663146-Sola,11731
12165,4003-22698,12186
12166,2014-662875-Sola,11701
12167,2011-159004-SLPR,11731
12168,2014-646245-Sola,11757
12169,2014-639855-Sola,11752
12170,2011-230600-SLPR,11793
12171,2010-148360-SLPR,11514
12172,4033-51194,14883
12173,2011-160816-SLPR,11709
12174,4025-73624,14424
12175,2013-539964-Sola,11756
12176,2011-159717-SLPR,11731
12177,2013-538159-Sola,11713
12178,2014-664331-Sola,11735
12179,2014-646505-Sola,11727
12180,2012-518525-Sola,11735
12181,2011-356337-SLPR,11755
12182,2014-640429-Sola,11755
12183,2011-159017-SLPR,11947
12184,2013-539502-Sola,11763
12185,2010-145983-SLPR,11713
12186,4033-45741,14850
12187,4054-19314,14877
12188,2010-145302-SLPR,11776
12189,4086-021,12185
12190,2011-432931-SLPR,11772
12191,2010-144972-SLPR,11968
12192,2011-156408-SLPR,11749
12193,2010-146724-SLPR,11705
12194,2013-523737-Sola,11801
12195,2011-432929-SLPR,11803
12196,2013-631074-Sola,11040
12197,4086-023,12801
12198,2011-160993-SLPR,11716
12199,2014-664785-Sola,11798
12200,2012-456406-Sola,11803
12201,2013-531877-Sola,11933
12202,2013-534467-Sola,11757
12203,2013-534805-Sola,11798
12204,2014-648859-Sola,11968
12205,2014-655015-Sola,11779
12206,2014-644952-Sola,11580
12207,2010-145766-SLPR,11757
12208,2013-520576-Sola,11951
12209,2010-145790-SLPR,11550
12210,2014-661102-Sola,11741
12211,2011-414252-Sola,11010
12212,2012-457739-Sola,11776
12213,2011-159190-SLPR,11050
12214,2011-161039-SLPR,11566
12215,2014-643533-Sola,11777
12216,2011-158533-SLPR,11704
12217,2011-158063-SLPR,11930
12218,2013-528274-Sola,11731
12219,2014-663286-Sola,11756
12220,2012-500332-Sola,11561
12221,2014-644806-Sola,11706
12222,2011-160778-SLPR,11786
12223,2011-159916-SLPR,11952
12224,2013-536149-Sola,11977
12225,2010-147261-SLPR,11976
12226,2014-664632-Sola,11752
12227,2013-624618-Sola,11733
12228,2011-160739-SLPR,11801
12229,2011-160361-SLPR,11030
12230,2013-625428-Sola,11598
12231,2013-539991-Sola,11706
12232,4089-19702,11215
12233,2014-646208-Sola,11772
12234,2012-518043-Sola,11791
12235,2011-160838-SLPR,11976
12236,2014-641695-Sola,11040
12237,2010-147686-SLPR,11978
12238,2014-664317-Sola,11729
12239,4001-24871,13416
12240,2011-160316-SLPR,11733
12241,2013-542426-Sola,11967
12242,2011-158831-SLPR,11768
12243,2014-663620-Sola,11742
12244,4033-41278,13736
12245,2011-160018-SLPR,11716
12246,2014-645982-Sola,11746
12247,2012-490502-Sola,11967
12248,2014-640043-Sola,11767
12249,4095-002,10454
12250,2011-157719-SLPR,11963
12251,2012-469374-Sola,11714
12252,2011-230080-SLPR,11976
12253,2013-537253-Sola,11725
12254,2012-471274-Sola,11746
12255,2014-645989-Sola,11713
12256,4054-20710,12941
12257,2011-378718-SLPR,11784
12258,2010-145727-SLPR,11726
12259,2014-664762-Sola,11758
12260,4006-40493,13848
12261,2014-663913-Sola,11741
12262,2014-645500-Sola,11787
12263,2013-539087-Sola,11779
12264,2013-555464-Sola,11702
12265,2013-528859-Sola,11977
12266,2012-487509-Sola,11518
12267,2013-555418-Sola,11782
12268,2011-159649-SLPR,11795
12269,2014-662925-Sola,11729
12270,2011-150223-SLPR,11976
12271,2011-382567-SLPR,11563
12272,2011-161002-SLPR,11720
12273,2012-487839-Sola,11791
12274,4061-23147,12583
12275,2011-160033-SLPR,11955
12276,2014-640258-Sola,11932
12277,2013-535475-Sola,11725
12278,2014-654693-Sola,11746
12279,2013-539623-Sola,11702
12280,2011-156998-SLPR,11946
12281,2011-431994-SLPR,11572
12282,2014-661026-Sola,11702
12283,2013-538415-Sola,11704
12284,2011-158608-SLPR,11554
12285,2011-423532-Sola,11735
12286,2012-475258-Sola,11755
12287,2011-157202-SLPR,11779
12288,2014-659274-Sola,11757
12289,2013-533419-Sola,11793
12290,2013-537356-Sola,11720
12291,2011-422368-Sola,11563
12292,2011-156435-SLPR,11937
12293,2014-662837-Sola,11560
12294,2014-661473-Sola,11590
12295,2011-159499-SLPR,11746
12296,2013-540688-Sola,11729
12297,2014-663066-Sola,11793
12298,2011-158457-SLPR,11933
12299,4042-21074,12484
12300,4033-57694,14850
12301,2011-157026-SLPR,11741
12302,2014-653838-Sola,11720
12303,2014-666098-Sola,11968
12304,2014-636978-Sola,11963
12305,2012-456411-Sola,11756
12306,2014-661101-Sola,11717
12307,2013-535919-Sola,11003
12308,2011-160394-SLPR,11901
12309,2014-660662-Sola,11746
12310,4061-118,12533
12311,2011-158280-SLPR,11554
12312,2011-161121-SLPR,11756
12313,4006-81943,13795
12314,2014-660725-Sola,11792
12315,2014-642120-Sola,11788
12316,2011-158742-SLPR,11758
12317,2011-184071-SLPR,11791
12318,2014-647972-Sola,11754
12319,2011-158093-SLPR,11561
12320,2013-535964-Sola,11703
12321,4033-57161,14850
12322,2013-520613-Sola,11743
12323,2014-660844-Sola,11706
12324,4018-006,14882
12325,2011-159953-SLPR,11561
12326,2011-157620-SLPR,11968
12327,2012-469563-Sola,11946
12328,4033-45904,14886
12329,2013-528391-Sola,11968
12330,2011-156852-SLPR,11954
12331,4022-38028,10577
12332,2011-156685-SLPR,11030
12333,2011-160122-SLPR,11716
12334,4101-86985,11238
12335,2013-534229-Sola,11937
12336,2010-147445-SLPR,11962
12337,2011-158493-SLPR,11937
12338,2012-517514-Sola,11741
12339,2014-646194-Sola,11776
12340,2011-158216-SLPR,11789
12341,4001-41961-GJ,13778
12342,2012-458253-Sola,11697
12343,2012-461190-Sola,11957
12344,2012-487896-Sola,11720
12345,2014-658958-Sola,11703
12346,2013-540053-Sola,11702
12347,2014-658844-Sola,11702
12348,4089-010,11216
12349,2013-538223-Sola,11713
12350,2014-664379-Sola,11756
12351,2014-666038-Sola,11560
12352,2013-615550-Sola,11558
12353,4033-47901,13068
12354,2011-160253-SLPR,11791
12355,4003-024,12180
12356,2011-158869-SLPR,11743
12357,2014-640183-Sola,11754
12358,2011-158253-SLPR,11710
12359,2011-156880-SLPR,11769
12360,2014-646608-Sola,11590
12361,2013-538710-Sola,11742
12362,2013-636599-Sola,11746
12363,2013-636787-Sola,11565
12364,2013-529333-Sola,11957
12365,2011-157483-SLPR,11782
12366,2011-156239-SLPR,11507
12367,2011-161140-SLPR,11795
12368,2013-528785-Sola,11803
12369,2014-663756-Sola,11782
12370,4061-110,12572
12371,2014-643493-Sola,11779
12372,2010-145893-SLPR,11787
12373,2013-533282-Sola,11729
12374,2014-663421-Sola,11798
12375,2014-664219-Sola,11703
12376,2012-505062-Sola,11795
12377,2014-646727-Sola,11767
12378,2014-649577-Sola,11772
12379,4022-20101,11101
12380,2014-655483-Sola,11779
12381,2011-426644-Sola,11741
12382,2011-159750-SLPR,11948
12383,2010-146820-SLPR,11756
12384,2012-475605-Sola,11772
12385,2011-160510-SLPR,11710
12386,2011-157334-SLPR,11554
12387,2012-500110-Sola,11778
12388,2014-665991-Sola,11766
12389,2014-661635-Sola,11010
12390,2014-663967-Sola,11561
12391,4006-44964,13901
12392,2014-651949-Sola,11755
12393,2012-470709-Sola,11725
12394,2011-432854-Sola,11731
12395,2013-536399-Sola,11706
12396,4001-29821,12117
12397,2013-538334-Sola,11710
12398,2011-156390-SLPR,11937
12399,2014-663568-Sola,11746
12400,2014-645520-Sola,11798
12401,2011-157561-SLPR,11545
12402,2013-629946-Sola,11751
12403,4011-68340,12981
12404,2011-159177-SLPR,11930
12405,2011-158161-SLPR,11940
12406,4054-19803,13904
12407,2014-644780-Sola,11751
12408,2013-536352-Sola,11803
12409,2011-432276-Sola,11705
12410,2011-438332-Sola,11010
12411,4054-22962,13743
12412,2011-158131-SLPR,11962
12413,2011-160628-SLPR,11598
12414,2014-655960-Sola,11757
12415,4006-21812,14850
12416,2013-520558-Sola,11976
12417,2011-156315-SLPR,11901
12418,2012-464042-Sola,11716
12419,4056-20484,10708
12420,2011-161195-SLPR,11786
12421,4095-020,11222
12422,2011-150334-SLPR,11731
12423,4006-013,13850
12424,2014-636942-Sola,11801
12425,4030-19864,12430
12426,2014-655366-Sola,11733
12427,2013-529197-Sola,11803
12428,2013-586534-Sola,11741
12429,2012-457644-Sola,11962
12430,4003-063,12159
12431,2011-158331-SLPR,11770
12432,2010-146522-SLPR,11710
12433,2011-157871-SLPR,11946
12434,2011-158416-SLPR,11795
12435,2011-158057-SLPR,11937
12436,2011-157027-SLPR,11579
12437,2011-160087-SLPR,11787
12438,2013-539473-Sola,11507
12439,4089-48389,10001
12440,2013-536609-Sola,11572
12441,2012-468255-Sola,11932
12442,4001-021,12306
12443,2014-638547-Sola,11743
12444,2014-662866-Sola,11735
12445,2014-639891-Sola,11779
12446,2014-639389-Sola,11757
12447,2014-661468-Sola,11729
12448,2014-647040-Sola,11580
12449,2014-660400-Sola,11763
12450,2014-645872-Sola,11704
12451,2011-432349-Sola,11709
12452,2013-536890-Sola,11762
12453,2014-658691-Sola,11702
12454,2011-158440-SLPR,11788
12455,2014-648065-Sola,11741
12456,2014-663301-Sola,11726
12457,2011-158951-SLPR,11963
12458,2010-147793-SLPR,11768
12459,2011-160657-SLPR,11801
12460,2011-158646-SLPR,11718
12461,2011-157213-SLPR,11901
12462,2013-524697-Sola,11702
12463,2013-535936-Sola,11545
12464,2011-192299-SLPR,11952
12465,2013-531945-Sola,11561
12466,2014-661066-Sola,11767
12467,2013-533611-Sola,11763
12468,2014-663281-Sola,11706
12469,2011-436448-Sola,11746
12470,2014-666180-Sola,11003
12471,2014-660686-Sola,11795
12472,4006-56797,13795
12473,2011-157209-SLPR,11768
12474,2013-537848-Sola,11735
12475,2011-390717-SLPR,11790
12476,2011-159198-SLPR,11968
12477,2011-161105-SLPR,11758
12478,2014-645457-Sola,11946
12479,2014-660742-Sola,11561
12480,4030-24029,12524
12481,2011-158802-SLPR,11779
12482,4054-21680,14871
12483,2014-649073-Sola,11801
12484,2013-636757-Sola,11783
12485,2011-160218-SLPR,11788
12486,2014-644747-Sola,11776
12487,2013-542524-Sola,11801
12488,2011-158006-SLPR,11758
12489,4030-092,12468
12490,2011-161014-SLPR,11901
12491,2013-527031-Sola,11743
12492,2011-436111-Sola,11971
12493,2014-661298-Sola,11704
12494,2012-469594-Sola,11790
12495,2011-159980-SLPR,11566
12496,2013-528291-Sola,11746
12497,2014-666154-Sola,11787
12498,2014-662221-Sola,11964
12499,2011-413803-SLPR,11949
12500,2013-533988-Sola,11757
12501,2014-664681-Sola,11753
12502,2011-160557-SLPR,11770
12503,2012-448596-SLPR,11944
12504,2014-664300-Sola,11727
12505,2013-534150-Sola,11050
12506,2014-664130-Sola,11720
12507,2011-158996-SLPR,11968
12508,2010-147760-SLPR,11937
12509,4033-48392,14867
12510,2011-158034-SLPR,11779
12511,2011-346653-SLPR,11706
12512,2014-645747-Sola,11729
12513,2013-586185-Sola,11935
12514,2014-658898-Sola,11704
12515,2012-500768-Sola,11977
12516,2010-145083-SLPR,11932
12517,2013-630973-Sola,11566
12518,2014-640212-Sola,11784
12519,2014-664016-Sola,11792
12520,2014-639824-Sola,11710
12521,2014-640000-Sola,11798
12522,2011-156648-SLPR,11788
12523,2012-475599-Sola,11754
12524,2014-655307-Sola,11779
12525,2011-150411-SLPR,11731
12526,2014-655114-Sola,11518
12527,2011-447934-Sola,11554
12528,2013-533631-Sola,11967
12529,2014-638452-Sola,11937
12530,2014-642142-Sola,11757
12531,2010-145741-SLPR,11963
12532,2011-156798-SLPR,11978
12533,2011-159832-SLPR,11931
12534,4030-020,12498
12535,2014-664435-Sola,11784
12536,2011-157493-SLPR,11782
12537,2011-158562-SLPR,11735
12538,2011-156279-SLPR,11717
12539,2010-145928-SLPR,11554
12540,2014-665434-Sola,11767
12541,2011-156728-SLPR,11040
12542,2011-160509-SLPR,11501
12543,2011-157903-SLPR,11743
12544,2011-158015-SLPR,11933
12545,2014-662774-Sola,11716
12546,2014-658829-Sola,11757
12547,2011-158185-SLPR,11755
12548,2013-530672-Sola,11563
12549,2011-159781-SLPR,11743
12550,2014-639936-Sola,11720
12551,2011-160100-SLPR,11762
12552,4077-002,14559
12553,2013-532226-Sola,11756
12554,2011-159211-SLPR,11763
12555,2011-158164-SLPR,11720
12556,2011-434876-Sola,11967
12557,2011-158313-SLPR,11755
12558,2011-160692-SLPR,11968
12559,2011-158371-SLPR,11934
12560,2011-156746-SLPR,11791
12561,2013-539837-Sola,11552
12562,2010-145446-SLPR,11968
12563,2011-424167-Sola,11554
12564,2012-475481-Sola,11757
12565,4089-37400,11216
12566,2014-665904-Sola,11741
12567,2011-158506-SLPR,11791
12568,4022-20104,10567
12569,2011-390940-SLPR,11931
12570,2014-658758-Sola,11784
12571,2014-655036-Sola,11702
12572,2013-533469-Sola,11967
12573,2014-645637-Sola,11566
12574,2010-146044-SLPR,11790
12575,2013-538760-Sola,11701
12576,2013-538346-Sola,11050
12577,2011-160580-SLPR,11753
12578,2013-534604-Sola,11704
12579,2011-157086-SLPR,11756
12580,2011-156582-SLPR,11961
12581,2011-158407-SLPR,11010
12582,2014-637082-Sola,11930
12583,4089-025,11201
12584,2014-666189-Sola,11580
12585,2010-148656-SLPR,11746
12586,2013-536910-Sola,11561
12587,2012-455974-SLPR,11701
12588,2014-664220-Sola,11767
12589,2013-533612-Sola,11566
12590,2014-639877-Sola,11746
12591,2011-157529-SLPR,11930
12592,2014-664674-Sola,11554
12593,2014-650974-Sola,11798
12594,2011-158139-SLPR,11518
12595,2011-382744-SLPR,11705
12596,2013-536434-Sola,11704
12597,2011-156227-SLPR,11720
12598,2012-468334-Sola,11590
12599,2014-643453-Sola,11727
12600,2011-413637-SLPR,11010
12601,2012-487873-Sola,11561
12602,4011-39645,13669
12603,2014-661199-Sola,11779
12604,4011-28748,12962
12605,2013-555525-Sola,11725
12606,2014-662181-Sola,11706
12607,2013-539709-Sola,11580
12608,2011-157333-SLPR,11768
12609,2014-660827-Sola,11720
12610,4030-118,12575
12611,2011-157716-SLPR,11752
12612,2014-664468-Sola,11953
12613,2011-158425-SLPR,11001
12614,2011-417456-Sola,11958
12615,2011-158672-SLPR,11542
12616,2011-382699-SLPR,11962
12617,2012-518569-Sola,11706
12618,2011-158872-SLPR,11971
12619,2010-147330-SLPR,11757
12620,4054-009,14845
12621,2013-539112-Sola,11730
12622,2013-636769-Sola,11542
12623,2013-535967-Sola,11703
12624,2014-664050-Sola,11977
12625,2012-470598-Sola,11964
12626,2014-653898-Sola,11729
12627,2010-146075-SLPR,11790
12628,2013-538441-Sola,11796
12629,2013-538619-Sola,11949
12630,2013-632968-Sola,11561
12631,2011-160152-SLPR,11978
12632,2011-157643-SLPR,11931
12633,2011-156978-SLPR,11795
12634,2013-533920-Sola,11743
12635,4061-090,12561
12636,2011-160542-SLPR,11971
12637,4030-20467,12538
12638,2011-157448-SLPR,11977
12639,2011-157963-SLPR,11804
12640,2011-160679-SLPR,11753
12641,4061-043,12572
12642,2011-432350-Sola,11547
12643,2011-183667-SLPR,11749
12644,2012-500773-Sola,11572
12645,2011-161135-SLPR,11772
12646,2013-533279-Sola,11757
12647,2011-371015-SLPR,11768
12648,2013-535712-Sola,11792
12649,4003-006,12205
12650,2013-532691-Sola,11756
12651,2013-538551-Sola,11949
12652,2011-158517-SLPR,11024
12653,2011-371946-SLPR,11963
12654,2013-625340-Sola,11741
12655,2011-160337-SLPR,11554
12656,2011-365641-SLPR,11050
12657,4003-051,12186
12658,2011-157590-SLPR,11804
12659,2011-160244-SLPR,11795
12660,4001-37093,13830
12661,2014-655817-Sola,11554
12662,2011-159930-SLPR,11978
12663,2012-464411-Sola,11803
12664,2013-536839-Sola,11746
12665,2013-537457-Sola,11752
12666,2011-158204-SLPR,11935
12667,2014-645528-Sola,11757
12668,2014-648650-Sola,11787
12669,2014-663509-Sola,11733
12670,2011-161112-SLPR,11706
12671,2012-479337-Sola,11752
12672,2014-664230-Sola,11743
12673,2011-158695-SLPR,11731
12674,2011-158366-SLPR,11940
12675,2013-533057-Sola,11787
12676,2011-159606-SLPR,11952
12677,2014-653776-Sola,11554
12678,2012-486790-Sola,11953
12679,4061-19311,10992
12680,2013-538182-Sola,11950
12681,2013-530591-Sola,11576
12682,4006-85815,13827
12683,2014-637003-Sola,11704
12684,2014-646013-Sola,11702
12685,2011-159682-SLPR,11952
12686,2011-161086-SLPR,11801
12687,2014-648110-Sola,11949
12688,2010-147242-SLPR,11757
12689,2013-542148-Sola,11729
12690,2011-160517-SLPR,11935
12691,2013-534002-Sola,11704
12692,2013-524448-Sola,11758
12693,2013-531651-Sola,11767
12694,2011-160405-SLPR,11559
12695,2012-471769-Sola,11901
12696,4030-044,12571
12697,2014-659111-Sola,11767
12698,2013-539034-Sola,11950
12699,2011-156316-SLPR,11901
12700,2013-538850-Sola,11566
12701,2013-531371-Sola,11758
12702,2010-147120-SLPR,11713
12703,2011-382723-SLPR,11746
12704,2010-144808-SLPR,11590
12705,2011-156532-SLPR,11741
12706,2011-159282-SLPR,11742
12707,2011-160345-SLPR,11561
12708,2014-666220-Sola,11946
12709,4003-23696,12198
12710,4089-015,10039
12711,2014-664593-Sola,11729
12712,2014-654680-Sola,11757
12713,2014-663378-Sola,11757
12714,2013-536309-Sola,11762
12715,2011-158925-SLPR,11930
12716,2011-160904-SLPR,11782
12717,2011-156482-SLPR,11946
12718,2011-156709-SLPR,11741
12719,4054-24125,13021
12720,2011-415201-Sola,11768
12721,2014-665724-Sola,11779
12722,2011-160184-SLPR,11040
12723,2010-145513-SLPR,11901
12724,4033-010,14867
12725,2014-658774-Sola,11757
12726,2011-156318-SLPR,11954
12727,2010-145851-SLPR,11747
12728,2014-645692-Sola,11949
12729,2011-382726-SLPR,11730
12730,4018-26889,13073
12731,2013-534630-Sola,11561
12732,2011-158757-SLPR,11770
12733,2013-608171-Sola,11757
12734,2013-537350-Sola,11021
12735,2014-643578-Sola,11803
12736,2013-534151-Sola,11703
12737,2011-447603-Sola,11706
12738,2010-145427-SLPR,11572
12739,4108-003,10994
12740,2011-156900-SLPR,11746
12741,2011-160036-SLPR,11801
12742,2014-645335-Sola,11702
12743,2014-661577-Sola,11729
12744,2014-665445-Sola,11703
12745,2013-529081-Sola,11932
12746,2011-158334-SLPR,11792
12747,2013-534307-Sola,11953
12748,4006-32429,13865
12749,4030-021,12451
12750,4030-21252,12581
12751,2013-539549-Sola,11516
12752,2014-644965-Sola,11704
12753,2013-538209-Sola,11756
12754,4011-49557-GJ,12912
12755,2010-144780-SLPR,11782
12756,2014-662766-Sola,11704
12757,2013-540454-Sola,11507
12758,2013-536967-Sola,11937
12759,2014-646076-Sola,11751
12760,2014-639817-Sola,11803
12761,2014-661225-Sola,11716
12762,2011-230324-SLPR,11962
12763,2014-651951-Sola,11729
12764,2011-160390-SLPR,11772
12765,2012-490714-Sola,11968
12766,2013-609625-Sola,11705
12767,4022-32848,10037
12768,4006-52053,14882
12769,2014-646514-Sola,11553
12770,2011-157408-SLPR,11932
12771,2013-625383-Sola,11729
12772,2012-458269-Sola,11050
12773,2013-532228-Sola,11803
12774,2011-160367-SLPR,11769
12775,2012-479055-Sola,11701
12776,2012-519573-Sola,11901
12777,2013-534780-Sola,11803
12778,4054-29076,12303
12779,2011-157144-SLPR,11975
12780,2010-144963-SLPR,11758
12781,2011-440751-SLPR,11788
12782,2013-538041-Sola,11720
12783,2014-648828-Sola,11784
12784,2011-157507-SLPR,11968
12785,2013-534656-Sola,11788
12786,4015-76082,10467
12787,2011-160504-SLPR,11735
12788,2011-156299-SLPR,11510
12789,2014-660797-Sola,11743
12790,2014-663205-Sola,11756
12791,2014-649469-Sola,11704
12792,2011-159645-SLPR,11561
12793,2012-457744-Sola,11758
12794,4042-005,12474
12795,4030-004,12590
12796,2014-649458-Sola,11742
12797,2013-636817-Sola,11950
12798,2014-663915-Sola,11735
12799,2011-373084-SLPR,11733
12800,2014-664411-Sola,11798
12801,2012-487868-Sola,11779
12802,2014-664066-Sola,11729
12803,2014-662728-Sola,11720
12804,2011-158679-SLPR,11569
12805,2011-159440-SLPR,11937
12806,2012-456615-Sola,11964
12807,2011-159775-SLPR,11754
12808,2011-157467-SLPR,11713
12809,2013-536236-Sola,11957
12810,2011-160309-SLPR,11509
12811,2012-455973-SLPR,11935
12812,2011-159880-SLPR,11967
12813,2011-157124-SLPR,11733
12814,2011-158779-SLPR,11801
12815,2013-537212-Sola,11746
12816,2014-649361-Sola,11566
12817,2011-159238-SLPR,11572
12818,4033-28753,14886
12819,2014-642046-Sola,11967
12820,2014-658945-Sola,11757
12821,2013-533351-Sola,11757
12822,2012-470841-Sola,11764
12823,2011-426669-Sola,11962
12824,2010-147085-SLPR,11726
12825,2013-606100-Sola,11577
12826,2011-188600-SLPR,11930
12827,2014-662355-Sola,11729
12828,2012-502774-Sola,11801
12829,4018-65116,14886
12830,2011-390622-SLPR,11931
12831,2011-159943-SLPR,11961
12832,2014-663550-Sola,11779
12833,4014-39130,10457
12834,2013-537740-Sola,11758
12835,2011-157847-SLPR,11572
12836,2011-159039-SLPR,11710
12837,2013-625375-Sola,11790
12838,2013-525019-Sola,11722
12839,2014-663117-Sola,11704
12840,4006-20848,13035
12841,2011-158945-SLPR,11782
12842,2014-664671-Sola,11729
12843,2011-382663-SLPR,11730
12844,2013-533901-Sola,11951
12845,2011-156341-SLPR,11510
12846,2010-145552-SLPR,11769
12847,2011-158022-SLPR,11779
12848,4003-030,12157
12849,2011-157012-SLPR,11542
12850,2011-390619-SLPR,11733
12851,2011-157998-SLPR,11787
12852,2014-664416-Sola,11757
12853,4033-51408,14850
12854,2014-652856-Sola,11763
12855,2011-160250-SLPR,11710
12856,2013-586525-Sola,11746
12857,2012-457715-Sola,11803
12858,2011-157363-SLPR,11561
12859,2010-145542-SLPR,11937
12860,2012-475883-Sola,11040
12861,4033-44080,13068
12862,2011-159732-SLPR,11565
12863,2010-144710-SLPR,11751
12864,2014-664654-Sola,11510
12865,2011-156774-SLPR,11590
12866,2011-157582-SLPR,11713
12867,2010-147231-SLPR,11901
12868,2013-530365-Sola,11764
12869,2012-457094-SLPR,11040
12870,4061-19889,12449
12871,2011-159479-SLPR,11951
12872,2012-456028-SLPR,11735
12873,2011-156928-SLPR,11768
12874,2014-660591-Sola,11731
12875,4018-97684,13068
12876,2011-156269-SLPR,11772
12877,2013-528280-Sola,11729
12878,2013-532126-Sola,11725
12879,4089-25307,10001
12880,4056-036,10502
12881,2012-457733-Sola,11735
12882,2014-649652-Sola,11967
12883,2011-158072-SLPR,11798
12884,2013-542709-Sola,11801
12885,2011-156354-SLPR,11554
12886,2013-633943-Sola,11967
12887,2012-464392-Sola,11590
12888,2011-187958-SLPR,11710
12889,2011-157681-SLPR,11754
12890,2013-539634-Sola,11975
12891,2013-534667-Sola,11729
12892,2011-365513-SLPR,11743
12893,2014-639845-Sola,11767
12894,2014-655680-Sola,11742
12895,2010-145897-SLPR,11953
12896,2012-499834-Sola,11952
12897,2014-660848-Sola,11788
12898,2013-636697-Sola,11757
12899,2011-161087-SLPR,11554
12900,2014-649261-Sola,11741
12901,2011-159915-SLPR,11770
12902,2013-543211-Sola,11040
12903,4054-22157,13850
12904,2011-195542-SLPR,11719
12905,2014-659080-Sola,11795
12906,2011-390946-SLPR,11566
12907,2014-655242-Sola,11752
12908,2013-534570-Sola,11704
12909,4040-20329,12561
12910,2014-646110-Sola,11746
12911,2014-645218-Sola,11024
12912,2014-661306-Sola,11565
12913,2011-418162-Sola,11561
12914,2011-158984-SLPR,11598
12915,2011-156352-SLPR,11731
12916,2011-160136-SLPR,11971
12917,4006-006,14883
12918,2012-502615-Sola,11757
12919,2011-157260-SLPR,11735
12920,2014-655147-Sola,11740
12921,2013-529267-Sola,11787
12922,2014-646580-Sola,11783
12923,2013-635289-Sola,11706
12924,2014-640395-Sola,11746
12925,2011-230391-SLPR,11959
12926,2014-662990-Sola,11706
12927,2013-542203-Sola,11763
12928,2011-441489-Sola,11561
12929,2014-664187-Sola,11754
12930,2014-662207-Sola,11743
12931,2014-643632-Sola,11741
12932,2014-663323-Sola,11751
12933,2014-645753-Sola,11757
12934,2014-651162-Sola,11751
12935,2014-644914-Sola,11552
12936,2014-648578-Sola,11703
12937,2014-639847-Sola,11518
12938,2012-456342-Sola,11783
12939,2011-161100-SLPR,11755
12940,4011-020,12997
12941,2014-661121-Sola,11746
12942,2012-470837-Sola,11967
12943,2014-646638-Sola,11552
12944,2014-646251-Sola,11751
12945,2011-159568-SLPR,11769
12946,2010-146710-SLPR,11934
12947,2011-161205-SLPR,11772
12948,2010-148519-SLPR,11944
12949,4028-003,11363
12950,4096-19985,12525
12951,2012-476875-Sola,11768
12952,2013-539962-Sola,11716
12953,2013-520491-Sola,11791
12954,2011-159390-SLPR,11722
12955,2013-626189-Sola,11758
12956,2013-531358-Sola,11797
12957,4033-52412,14867
