,Project Number,Zip Code
87495,157686,12180
87496,138487,14150
87497,156962,11693
87498,167546,11419
87499,117061,11717
87500,161949,11419
87501,181179,11572
87502,177262,11367
87503,112788,11357
87504,110476,11212
87505,157876,11412
87506,163787,11217
87507,177829,10962
87508,126876,10603
87509,126604,11356
87510,113973,11413
87511,178603,11217
87512,120361,11596
87513,116683,10704
87514,118800,11954
87515,166967,12601
87516,117190,12770
87517,134284,10803
87518,127861,11412
87519,127198,10603
87520,180550,10956
87521,179233,10804
87522,115975,10461
87523,130016,11103
87524,166507,10956
87525,131156,10913
87526,139114,11436
87527,159111,10704
87528,128511,14733
87529,166360,10918
87530,130087,11735
87531,155340,12210
87532,111057,10314
87533,162552,12777
87534,169057,10562
87535,167062,10940
87536,113944,10940
87537,115876,10920
87538,116368,10312
87539,171623,11434
87540,169104,11413
87541,116491,11203
87542,110660,11234
87543,115324,11364
87544,163545,11419
87545,162155,10304
87546,167613,12550
87547,126818,12534
87548,111025,11369
87549,125942,10306
87550,158435,10314
87551,156355,11428
87552,179450,10314
87553,114496,10308
87554,127118,12401
87555,135751,10562
87556,135159,10309
87557,127828,12180
87558,157174,10309
87559,157495,11234
87560,114897,11221
87561,178089,11208
87562,146646,14225
87563,168209,11209
87564,110532,11420
87565,157913,14533
87566,129394,12054
87567,181105,10916
87568,117642,10520
87569,118872,13440
87570,158804,10310
87571,151031,14522
87572,178816,10466
87573,115569,10980
87574,142531,10473
87575,152376,10314
87576,150033,12023
87577,160802,11434
87578,167148,11234
87579,147815,11364
87580,115238,10954
87581,115189,11411
87582,174326,14821
87583,128231,14120
87584,156671,10901
87585,116284,11363
87586,127541,14207
87587,164723,11415
87588,171805,12831
87589,122877,11215
87590,120307,14830
87591,160273,11417
87592,161463,14217
87593,113267,12158
87594,140419,14217
87595,137557,11212
87596,178435,10507
87597,152622,11216
87598,170441,11375
87599,119486,14086
87600,166588,14456
87601,116830,10570
87602,153129,14559
87603,154831,10306
87604,160763,11207
87605,179388,10465
87606,176385,14215
87607,148654,11435
87608,168388,11417
87609,149315,11436
87610,116036,10467
87611,172512,11432
87612,158211,11420
87613,115836,11210
87614,114039,10312
87615,168079,11433
87616,117449,13493
87617,166030,10303
87618,153332,13322
87619,172607,10583
87620,154625,11429
87621,178945,14872
87622,112558,10456
87623,156214,14489
87624,179885,10956
87625,113240,10461
87626,155201,11435
87627,110896,11434
87628,149675,10469
87629,121199,10990
87630,158404,11412
87631,115986,10965
87632,121405,11429
87633,164631,11735
87634,180384,13635
87635,121089,11210
87636,152991,10803
87637,171317,11590
87638,128258,10312
87639,154589,10303
87640,164833,10309
87641,126922,12533
87642,117832,10954
87643,151022,11223
87644,142012,11552
87645,149680,12180
87646,115462,10954
87647,120814,13104
87648,126955,11436
87649,155147,10992
87650,156851,11413
87651,114658,10595
87652,177709,12472
87653,154220,14215
87654,166879,11040
87655,148180,11208
87656,171691,11436
87657,156579,11378
87658,128066,11234
87659,114582,12453
87660,118686,10471
87661,117219,12130
87662,161865,11434
87663,127443,10704
87664,152946,10306
87665,117787,10314
87666,179100,11434
87667,165329,11370
87668,111209,13032
87669,125900,11422
87670,112626,10710
87671,112324,11236
87672,158704,11208
87673,175828,10940
87674,161979,11434
87675,148170,10452
87676,154964,14223
87677,164343,14048
87678,155704,11413
87679,165835,11203
87680,116691,12168
87681,119800,11422
87682,113049,10305
87683,156258,10990
87684,162302,10573
87685,132008,11239
87686,160226,11419
87687,110708,10977
87688,127799,11436
87689,115034,12168
87690,157614,10950
87691,177182,11357
87692,157823,12477
87693,168457,11229
87694,173255,12303
87695,181203,10312
87696,154146,11236
87697,154716,12603
87698,120881,14420
87699,162663,11210
87700,157362,14128
87701,177116,10701
87702,180659,10303
87703,159758,10473
87704,109429,10705
87705,111326,10930
87706,175559,11236
87707,118129,11418
87708,127159,10566
87709,169121,14075
87710,122353,10703
87711,144151,10305
87712,218292,10461
87713,108898,14546
87714,113968,10566
87715,174130,11217
87716,152013,14094
87717,161381,11385
87718,163361,11757
87719,128041,11901
87720,110978,11216
87721,177877,10598
87722,111766,11222
87723,166742,11369
87724,119618,10306
87725,179525,14215
87726,154380,13612
87727,167556,10541
87728,161181,11803
87729,155650,12808
87730,166189,14150
87731,148475,14221
87732,172319,13071
87733,121306,10549
87734,115271,12401
87735,170406,12586
87736,164801,10980
87737,118633,10306
87738,128921,10475
87739,113649,14220
87740,116612,11210
87741,117315,13167
87742,167712,13021
87743,110166,10473
87744,112916,14150
87745,152301,10801
87746,135660,12937
87747,142644,11215
87748,130737,10705
87749,159130,10994
87750,111063,10465
87751,115134,11411
87752,130144,11236
87753,113453,11784
87754,171495,10994
87755,168061,11222
87756,128184,11422
87757,112477,12550
87758,139945,11429
87759,168507,10466
87760,158682,14228
87761,176077,12123
87762,120966,10984
87763,159327,10604
87764,121154,11364
87765,146357,10803
87766,179003,12306
87767,156745,11207
87768,117179,10918
87769,161753,11412
87770,118553,10553
87771,155370,10306
87772,120548,10305
87773,116099,11433
87774,121143,11422
87775,179987,12885
87776,180746,12461
87777,156668,11224
87778,176034,10301
87779,157803,10301
87780,114510,13820
87781,161741,10591
87782,112876,11365
87783,156974,11355
87784,181407,11558
87785,155028,11357
87786,171480,10923
87787,112420,10314
87788,111311,11004
87789,178470,12804
87790,172767,11421
87791,169214,10314
87792,176027,12020
87793,161704,11207
87794,154361,11234
87795,160434,11433
87796,177220,11423
87797,158610,10314
87798,110624,11205
87799,113041,11209
87800,165622,12487
87801,155561,14471
87802,114151,10924
87803,156505,10940
87804,138385,11434
87805,113358,11373
87806,117354,10312
87807,134448,10465
87808,152555,11418
87809,126782,12144
87810,144684,11236
87811,176488,10562
87812,157254,13601
87813,179174,12517
87814,117416,12843
87815,160023,14617
87816,113550,11364
87817,119271,14224
87818,159288,11735
87819,166488,10917
87820,117875,12047
87821,175989,11236
87822,120733,10312
87823,173675,11412
87824,167189,11364
87825,114052,11436
87826,156806,11422
87827,180598,10924
87828,131896,14225
87829,111441,12068
87830,129162,11418
87831,116665,10920
87832,158167,10302
87833,166149,10466
87834,143541,14085
87835,158241,12586
87836,121696,14215
87837,114319,14802
87838,160986,12008
87839,168218,13143
87840,114353,10520
87841,154788,10994
87842,118261,12477
87843,114066,11432
87844,127101,11215
87845,161408,11213
87846,168634,11428
87847,113805,10314
87848,175155,10607
87849,179848,10566
87850,152484,10303
87851,117267,10710
87852,153215,10704
87853,176217,11432
87854,118278,10950
87855,117601,14527
87856,167021,11747
87857,119009,10950
87858,161556,14072
87859,178048,13212
87860,113461,10992
87861,153584,10710
87862,120012,11364
87863,148385,14075
87864,153187,11432
87865,122921,10956
87866,116211,10950
87867,118417,14510
87868,131952,11210
87869,116961,14127
87870,159585,10940
87871,115289,13030
87872,113302,12307
87873,175954,14094
87874,181436,10543
87875,174751,10710
87876,128663,10950
87877,154915,11236
87878,136105,14075
87879,129106,12138
87880,112972,11213
87881,176803,12546
87882,162249,13077
87883,111108,10607
87884,152429,14120
87885,121501,12118
87886,129775,11355
87887,176734,10920
87888,153819,10562
87889,166829,11233
87890,164067,11210
87891,141972,12603
87892,169937,11366
87893,121612,10306
87894,158443,14075
87895,157082,14065
87896,114715,10547
87897,115687,10708
87898,163593,12058
87899,148841,14094
87900,114376,10950
87901,206327,14850
87902,147244,12590
87903,153655,10562
87904,178527,11411
87905,166297,10980
87906,146322,11426
87907,155252,11218
87908,118293,11413
87909,167524,10301
87910,116499,14454
87911,163091,11413
87912,149220,10920
87913,181002,12186
87914,142784,14580
87915,163032,10940
87916,116862,12831
87917,134564,11233
87918,154853,10465
87919,170655,10312
87920,158063,10976
87921,127005,10591
87922,113175,11203
87923,155951,10803
87924,162488,10472
87925,115561,12487
87926,157513,12186
87927,152771,10958
87928,161186,11217
87929,173912,12780
87930,174169,12590
87931,126232,12831
87932,117538,11419
87933,117207,10567
87934,153363,11412
87935,159380,10940
87936,164611,10704
87937,112748,12134
87938,173222,11420
87939,112669,11413
87940,147548,10566
87941,110403,13339
87942,174939,10958
87943,176905,10301
87944,112419,12075
87945,162028,10710
87946,109256,10566
87947,165011,12590
87948,112041,10956
87949,117317,11426
87950,121877,10469
87951,126178,11436
87952,163696,11357
87953,162608,10603
87954,120115,12737
87955,154890,12168
87956,128118,10303
87957,119574,11212
87958,164586,12208
87959,128490,11366
87960,127190,12533
87961,120725,11356
87962,115754,13078
87963,117293,10702
87964,181404,14586
87965,167690,11365
87966,147693,10306
87967,165729,10705
87968,155989,11791
87969,111369,11214
87970,117486,14228
87971,165963,12449
87972,128908,10301
87973,164759,11229
87974,115211,10562
87975,160830,11369
87976,180620,11433
87977,160663,11436
87978,108673,10032
87979,122360,11421
87980,158607,10308
87981,138956,10980
87982,127742,11364
87983,156149,12590
87984,165528,11413
87985,155315,11364
87986,168866,12009
87987,148455,11420
87988,165100,11362
87989,160464,10312
87990,139053,10964
87991,159518,12090
87992,162068,12721
87993,115589,11710
87994,109057,11753
87995,192197,11434
87996,123209,10704
87997,160032,14534
87998,153262,11413
87999,137721,11578
88000,154493,10918
88001,164498,11433
88002,165673,10941
88003,155818,11426
88004,169638,11436
88005,115711,10516
88006,180203,10990
88007,180879,10509
88008,178347,13126
88009,164144,14472
88010,167393,10303
88011,163928,11238
88012,169793,11217
88013,162576,11725
88014,181604,12053
88015,180409,11434
88016,126142,12054
88017,112487,12077
88018,115339,12941
88019,118219,14814
88020,181055,10950
88021,179184,12203
88022,157737,10303
88023,126677,10940
88024,153434,10918
88025,155425,10301
88026,160959,11693
88027,156633,12983
88028,121022,10306
88029,166012,11429
88030,115417,10475
88031,159079,10314
88032,155403,14086
88033,148959,11207
88034,143325,10547
88035,178958,10704
88036,139802,11779
88037,169703,10301
88038,119209,12180
88039,153923,14411
88040,130672,11221
88041,179846,11364
88042,121575,10901
88043,152889,11434
88044,158644,11365
88045,110813,13045
88046,113983,11422
88047,149184,10462
88048,129407,10567
88049,159609,10309
88050,122438,11429
88051,165081,13365
88052,119654,10974
88053,120208,10462
88054,118314,14075
88055,123282,10314
88056,172812,11412
88057,118099,11420
88058,121276,12303
88059,176806,11377
88060,159048,12586
88061,160382,10306
88062,115875,12866
88063,163422,14420
88064,169496,10466
88065,117256,10314
88066,114551,11204
88067,166394,11375
88068,158553,10306
88069,175550,11203
88070,128405,14221
88071,117920,10309
88072,113350,12303
88073,148773,14221
88074,114943,13068
88075,162522,12019
88076,153541,14612
88077,157332,11210
88078,166247,11365
88079,162546,11788
88080,139229,12548
88081,119927,11423
88082,169177,10469
88083,166112,12208
88084,128604,12590
88085,158116,11234
88086,119021,14218
88087,171498,12549
88088,168241,11361
88089,178071,11364
88090,152423,11355
88091,181399,12110
88092,165928,11436
88093,125780,10923
88094,114952,12804
88095,164682,10304
88096,135802,11428
88097,157570,12548
88098,131828,14226
88099,177461,11385
88100,126358,11414
88101,163607,10977
88102,119190,10973
88103,115703,10309
88104,108727,11434
88105,111590,14818
88106,156273,11433
88107,146526,14513
88108,157530,11412
88109,164252,10310
88110,119061,14057
88111,127637,10465
88112,128802,10310
88113,122923,11412
88114,118786,10940
88115,180499,10467
88116,122289,12550
88117,116570,12526
88118,126862,10462
88119,164945,11234
88120,181029,11793
88121,155442,12065
88122,173528,11229
88123,177277,14817
88124,167334,11365
88125,162831,10314
88126,147074,10710
88127,168381,11436
88128,175397,13827
88129,120045,12525
88130,173468,10306
88131,116159,14220
88132,154331,10305
88133,123012,14580
88134,160321,14094
88135,169311,12428
88136,110075,11414
88137,147647,14150
88138,153155,11234
88139,118079,11419
88140,178316,11693
88141,163757,11010
88142,167868,10514
88143,159701,14586
88144,173138,11357
88145,119093,14850
88146,119393,12208
88147,153667,11215
88148,119509,11753
88149,110575,11434
88150,110940,14489
88151,126111,12561
88152,164863,12455
88153,115075,12503
88154,161780,11355
88155,167463,11433
88156,113853,10704
88157,114615,12477
88158,116901,10473
88159,160164,11385
88160,173914,12484
88161,119558,10543
88162,173566,11958
88163,179043,14609
88164,160712,13646
88165,126729,10803
88166,134436,10514
88167,174607,11003
88168,114310,12508
88169,129976,10309
88170,129255,11793
88171,165290,11710
88172,125819,12804
88173,119336,12047
88174,164576,12466
88175,120408,11412
88176,146897,14103
88177,178688,11221
88178,162843,11375
88179,164772,12209
88180,155623,11758
88181,175295,12553
88182,120531,14472
88183,109066,10464
88184,157484,11422
88185,165758,11710
88186,165556,12804
88187,113682,10598
88188,153735,10605
88189,181171,13152
88190,164186,10306
88191,165910,12580
88192,168123,11417
88193,149364,11420
88194,121563,10463
88195,178879,10928
88196,127171,11214
88197,180684,11422
88198,160290,10314
88199,157675,10562
88200,166440,10940
88201,162343,14072
88202,121901,10465
88203,125765,10303
88204,159818,10523
88205,159668,11414
88206,117736,14072
88207,129036,10962
88208,118065,11432
88209,114009,12110
88210,148726,10306
88211,171834,11208
88212,122227,10606
88213,108797,12542
88214,115352,10918
88215,153611,11434
88216,135230,14886
88217,138519,14213
88218,125910,12815
88219,109049,12567
88220,174891,10921
88221,109976,14517
88222,109521,11420
88223,153236,10583
88224,175057,14564
88225,115722,11566
88226,118142,14850
88227,135151,11236
88228,121942,11436
88229,171410,10314
88230,167082,10918
88231,169000,10562
88232,181079,14225
88233,113623,10916
88234,121783,14612
88235,160755,11422
88236,108919,13748
88237,109536,11733
88238,180787,10466
88239,130711,10466
88240,158884,12734
88241,129181,11203
88242,172164,11358
88243,180807,14476
88244,165372,10314
88245,118535,11426
88246,113223,11432
88247,126693,11434
88248,159172,11434
88249,166280,10954
88250,111633,11368
88251,108656,10312
88252,116385,10308
88253,149610,14424
88254,155679,11412
88255,167133,10470
88256,162793,10701
88257,179639,10918
88258,167587,10960
88259,156083,10312
88260,177848,11209
88261,162094,13077
88262,115248,14727
88263,112840,11413
88264,112182,12594
88265,159801,10465
88266,163650,11355
88267,179261,10805
88268,168927,11234
88269,168360,11203
88270,127532,12549
88271,153036,11234
88272,119577,14072
88273,168720,10983
88274,159538,11742
88275,126548,10520
88276,172995,11234
88277,181236,10924
88278,113333,14043
88279,109642,12590
88280,117930,10451
88281,138226,13026
88282,117441,11362
88283,120836,13027
88284,180008,11208
88285,165249,11412
88286,180077,11426
88287,118089,11436
88288,175469,10573
88289,125953,10310
88290,177053,10566
88291,157856,11434
88292,175541,14072
88293,111011,11783
88294,157767,14727
88295,158764,14841
88296,115142,12047
88297,160792,10562
88298,121005,12538
88299,170011,10994
88300,173880,11238
88301,110025,11210
88302,132101,11203
88303,127455,11412
88304,146598,10605
88305,153321,14120
88306,128986,10314
88307,178001,10470
88308,154599,10314
88309,127286,10958
88310,180699,10547
88311,155906,11356
88312,116407,14206
88313,168494,11214
88314,158838,10950
88315,127983,10471
88316,160355,11423
88317,111660,12941
88318,109406,10548
88319,122990,10918
88320,163807,12302
88321,115846,12443
88322,110587,10314
88323,119765,10973
88324,126049,11433
88325,173717,10801
88326,164015,11226
88327,128351,11417
88328,166334,11769
88329,120916,10314
88330,119447,10603
88331,162807,10510
88332,149252,10314
88333,166845,14564
88334,139846,11208
88335,176455,10923
88336,177806,10308
88337,178632,11224
88338,163151,11419
88339,161072,11429
88340,109832,11422
88341,158296,11434
88342,128656,14889
88343,114782,10930
88344,178636,14075
88345,161998,10970
88346,175113,14411
88347,157294,10578
88348,127903,10469
88349,118377,13471
88350,119410,11434
88351,170953,14001
88352,152701,14489
88353,165975,11433
88354,126993,10543
88355,160607,13812
88356,162922,11436
88357,179293,11413
88358,172567,10703
88359,166595,10704
88360,174242,11756
88361,165428,11432
88362,112091,11218
88363,171083,11373
88364,170293,12804
88365,122011,10950
88366,166447,10956
88367,158545,11229
88368,160419,10580
88369,160121,10523
88370,110687,10312
88371,155743,11434
88372,154559,12054
88373,114400,11704
88374,159913,11720
88375,173851,11435
88376,151959,12015
88377,165791,11412
88378,133599,11429
88379,111115,12075
88380,159023,11423
88381,164239,10465
88382,115883,11412
88383,111537,11413
88384,157153,10306
88385,135631,10464
88386,114939,11209
88387,119833,14224
88388,158007,10312
88389,171075,10308
88390,154615,14546
88391,120928,10312
88392,152520,10306
88393,115331,12533
88394,173603,11717
88395,112688,14226
88396,167139,12065
88397,115962,12494
88398,143369,12205
88399,118064,14304
88400,113101,11216
88401,164787,12053
88402,150154,10950
88403,133753,11433
88404,158408,10707
88405,178832,13608
88406,142742,11783
88407,147906,10703
88408,144543,10465
88409,176296,11234
88410,175629,11221
88411,148195,10901
88412,122662,10804
88413,151077,11436
88414,118622,11355
88415,113519,14020
88416,119879,14623
88417,133819,10465
88418,110176,12309
88419,172737,11429
88420,138448,14224
88421,176527,11208
88422,112620,10710
88423,166407,13326
88424,116899,12569
88425,175318,12524
88426,163065,11420
88427,114102,10547
88428,179946,11561
88429,161247,11784
88430,176885,10566
88431,160229,10465
88432,178915,10306
88433,110748,14228
88434,161051,10302
88435,112776,11101
88436,148619,12601
88437,117013,11203
88438,165885,10509
88439,161065,13440
88440,133628,10301
88441,168926,13617
88442,113153,11420
88443,160812,10473
88444,173352,11234
88445,156925,11510
88446,128417,11203
88447,121082,10306
88448,111194,14094
88449,175768,11735
88450,118481,14120
88451,174240,11426
88452,117147,11413
88453,126934,11203
88454,151481,12020
88455,152819,12561
88456,172516,11432
88457,157882,10314
88458,117027,10303
88459,167647,10710
88460,152330,14226
88461,118162,10573
88462,129383,11208
88463,161452,10310
88464,179764,12401
88465,114701,12524
88466,171184,11420
88467,142524,10466
88468,160203,14224
88469,115996,11793
88470,168252,11210
88471,119464,10927
88472,159155,10310
88473,176645,11412
88474,154824,11427
88475,153143,12997
88476,169673,12582
88477,150421,10509
88478,114279,10306
88479,172502,11367
88480,158373,11421
88481,163179,10303
88482,156444,12804
88483,133614,11693
88484,116438,13339
88485,155609,11219
88486,156718,11758
88487,122788,11434
88488,112589,11362
88489,163679,12180
88490,175852,11413
88491,164330,11220
88492,178809,13642
88493,141818,10940
88494,120603,14226
88495,180982,14221
88496,115477,12514
88497,174517,11378
88498,171763,11418
88499,113082,10941
88500,117780,11436
88501,116346,11236
88502,114589,12572
88503,165353,11238
88504,120279,11422
88505,161048,13108
88506,134993,10314
88507,143851,10940
88508,154136,11414
88509,152936,11412
88510,129365,11432
88511,178244,10314
88512,159766,10309
88513,163049,11429
88514,167254,11422
88515,148675,14225
88516,118754,14516
88517,171328,14131
88518,142026,10923
88519,171044,11436
88520,121964,12095
88521,110665,10305
88522,130314,11413
88523,148309,10960
88524,156838,11566
88525,156200,13439
88526,164433,10977
88527,160943,14072
88528,117682,10304
88529,164712,12475
88530,130006,11420
88531,129079,11210
88532,152725,11741
88533,139890,11232
88534,153007,13072
88535,112267,11417
88536,117822,12501
88537,113147,10583
88538,153479,11236
88539,166379,11377
88540,111562,12137
88541,160947,12494
88542,111636,11377
88543,167002,14225
88544,122672,12514
88545,110880,10306
88546,116755,11758
88547,115739,11420
88548,140574,12603
88549,121210,11412
88550,179656,11731
88551,126591,13477
88552,117074,13760
88553,117386,11236
88554,180431,11229
88555,159209,12518
88556,111135,11432
88557,170315,10466
88558,163917,11413
88559,153569,10305
88560,162438,10312
88561,111357,11234
88562,159420,10703
88563,111968,10990
88564,175570,14075
88565,161286,11373
88566,174405,11550
88567,153395,10583
88568,170078,12533
88569,154977,11432
88570,128724,10314
88571,169460,12589
88572,114980,11210
88573,162311,11412
88574,167816,11235
88575,156247,10954
88576,127315,13676
88577,161370,10312
88578,149299,14722
88579,168472,11769
88580,177486,12549
88581,155523,10305
88582,154706,13606
88583,112131,14901
88584,118462,14004
88585,157831,10940
88586,177098,12053
88587,127224,14806
88588,121845,10595
88589,179472,12746
88590,180642,10538
88591,174849,12538
88592,153632,10466
88593,116083,10304
88594,177209,11236
88595,116482,10701
88596,167790,11210
88597,180759,10309
88598,116173,10977
88599,156874,11215
88600,147091,11779
88601,178994,10921
88602,174689,13032
88603,149402,11434
88604,170899,11422
88605,112004,14606
88606,162398,11367
88607,168780,14612
88608,128444,10803
88609,167314,10562
88610,113497,11720
88611,171335,10473
88612,175982,10314
88613,152856,14559
88614,115501,10703
88615,109788,11429
88616,157795,11412
88617,177144,10471
88618,137692,11758
88619,148595,11366
88620,118562,13740
88621,113000,10606
88622,118029,10303
88623,179731,11004
88624,180846,10805
88625,114664,12205
88626,160817,11229
88627,110264,11213
88628,162182,14512
88629,158183,10940
88630,121159,13054
88631,152922,10305
88632,161309,12302
88633,115747,12571
88634,151046,12186
88635,112299,11433
88636,111476,11411
88637,121317,10805
88638,114964,10307
88639,166263,10473
88640,174424,10710
88641,137593,11417
88642,166559,10466
88643,178165,10309
88644,157640,10469
88645,148326,10523
88646,175500,10550
88647,166654,10921
88648,130803,11354
88649,158151,11423
88650,166134,10930
88651,114274,11368
88652,160594,11235
88653,113366,11413
88654,162965,11368
88655,110971,11228
88656,115081,11420
88657,134467,14223
88658,170856,10302
88659,128439,11204
88660,175270,11709
88661,167200,11215
88662,117034,12586
88663,119285,14075
88664,143260,10591
88665,144002,11411
88666,138366,14075
88667,171981,10312
88668,178463,13327
88669,153312,11357
88670,123261,11236
88671,135047,12309
88672,172838,12603
88673,180168,11422
88674,168424,11205
88675,110307,13045
88676,149333,11710
88677,172336,13045
88678,117862,11215
88679,161941,12414
88680,168843,11419
88681,161719,11434
88682,160062,14219
88683,116310,12553
88684,127708,10980
88685,166182,11429
88686,173635,11385
88687,110609,12052
88688,174809,11208
88689,126985,10455
88690,168149,10562
88691,181417,10524
88692,159239,11419
88693,148887,10306
88694,127632,12850
88695,178556,12446
88696,166317,14218
88697,113027,12095
88698,115057,10302
88699,172095,14008
88700,164370,11426
88701,179343,14220
88702,116633,11433
88703,164671,10310
88704,110323,11413
88705,163101,10977
88706,126773,11207
88707,155228,14075
88708,143487,12047
88709,172060,11360
88710,128279,11216
88711,180456,11362
88712,167732,11426
88713,116974,11208
88714,180901,11412
88715,118430,10461
88716,159579,10703
88717,161302,11436
88718,114746,12074
88719,157344,10312
88720,162752,14218
88721,171611,12601
88722,179965,10941
88723,156449,14141
88724,139285,14085
88725,114858,10469
88726,115619,11901
88727,117466,14512
88728,123186,11361
88729,126699,10306
88730,181209,10573
88731,112884,11365
88732,120019,11710
88733,127419,12603
88734,152544,10466
88735,116524,12550
88736,122100,11434
88737,116587,10980
88738,115826,11420
88739,129115,14221
88740,153555,10466
88741,150821,11710
88742,116195,12067
88743,138646,12771
88744,168610,12540
88745,164810,11207
88746,179120,10941
88747,118942,12839
88748,131437,11234
88749,117557,10989
88750,154926,11434
88751,162253,10567
88752,175250,11560
88753,164737,11419
88754,161573,12553
88755,149771,11436
88756,158900,11356
88757,127368,12009
88758,142774,14618
88759,154770,11433
88760,178194,10928
88761,157747,11230
88762,119685,12540
88763,117986,11357
88764,113277,11791
88765,133842,14534
88766,111699,11208
88767,212440,11236
88768,120956,10801
88769,151565,10977
88770,147155,14226
88771,163338,11236
88772,122185,11412
88773,161196,11434
88774,159430,10923
88775,153205,10710
88776,162903,11419
88777,128281,13862
88778,163751,10605
88779,130162,11413
88780,134955,11426
88781,109221,14850
88782,171408,11419
88783,181343,11434
88784,164086,11236
88785,153832,10956
88786,120566,11412
88787,158044,12455
88788,155976,11360
88789,162477,10309
88790,177385,11766
88791,157092,10473
88792,114161,11234
88793,179761,12401
88794,108707,10512
88795,153620,11414
88796,108711,10512
88797,156302,11364
88798,165115,11420
88799,139966,11784
88800,144648,11361
88801,169555,10562
88802,113481,11710
88803,109115,12029
88804,129624,11235
88805,119082,12549
88806,155831,11428
88807,126845,14150
88808,117498,14057
88809,126332,11234
88810,126907,11422
88811,115039,11222
88812,180930,11417
88813,172264,13736
88814,178368,10590
88815,160858,14729
88816,169684,11234
88817,118576,12409
88818,109634,12306
88819,174497,10928
88820,159505,10466
88821,114370,11355
88822,180106,10466
88823,115547,10302
88824,164259,10923
88825,160071,11234
88826,122571,10940
88827,150066,11428
88828,152434,12452
88829,180153,11225
88830,156006,11793
88831,161082,11433
88832,157426,12601
88833,127557,10989
88834,174926,14221
88835,142730,10530
88836,128858,12205
88837,168688,10562
88838,170379,11420
88839,158754,10473
88840,164129,10924
88841,160473,11233
88842,162513,10312
88843,165211,10309
88844,108732,11435
88845,111845,14464
88846,177532,11429
88847,175382,11236
88848,127278,10993
88849,181330,10312
88850,167946,10469
88851,162930,14224
88852,165027,12309
88853,153272,10314
88854,119706,12983
88855,175493,11215
88856,167847,11435
88857,109206,10570
88858,147729,11422
88859,157436,10514
88860,126804,11434
88861,159101,10466
88862,155327,14214
88863,143298,11375
88864,111455,11718
88865,180611,10304
88866,154875,10312
88867,177631,10309
88868,119791,11412
88869,109663,10992
88870,108771,12303
88871,180608,10453
88872,165205,10469
88873,135843,11434
88874,128023,10940
88875,177362,10466
88876,165610,11580
88877,159598,10918
88878,163455,11236
88879,149199,14817
88880,162632,11234
88881,170598,10314
88882,117606,11421
88883,121480,10465
88884,115807,14782
88885,113578,10940
88886,155485,10927
88887,161908,14569
88888,126664,10710
88889,120074,11413
88890,114545,12561
88891,122182,11364
88892,149102,14094
88893,121957,11436
88894,120666,10304
88895,153911,11366
88896,153641,10977
88897,118038,10305
88898,142267,11236
88899,169781,11207
88900,128771,12020
88901,127081,13053
88902,110837,11413
88903,161015,11426
88904,127330,12590
88905,121721,10314
88906,156761,10992
88907,164952,14120
88908,159854,11375
88909,168248,10547
88910,180483,14141
88911,141082,14223
88912,128998,11422
88913,154480,10701
88914,156645,10924
88915,149721,11226
88916,147665,11414
88917,126724,11354
88918,109285,10314
88919,135050,12572
88920,111267,11801
88921,142801,11385
88922,109777,10314
88923,119199,14519
88924,174155,13850
88925,159464,11426
88926,177689,10473
88927,119755,12061
88928,126416,11959
88929,156120,10566
88930,108680,11783
88931,153530,10705
88932,174300,10598
88933,136186,10963
88934,121243,11433
88935,122710,12414
88936,158126,10703
88937,162045,11366
88938,162677,11714
88939,121285,14085
88940,170586,12209
88941,110359,11714
88942,149284,11210
88943,138298,10983
88944,177973,12184
88945,175480,10573
88946,166381,11436
88947,160627,10562
88948,127026,10306
88949,159925,11783
88950,179586,10962
88951,144000,10998
88952,171198,10710
88953,138625,10314
88954,181544,14550
88955,148785,12484
88956,163862,10470
88957,118405,14051
88958,176706,12514
88959,113780,10977
88960,160727,12203
88961,127384,11758
88962,153783,12831
88963,156627,14120
88964,126737,12009
88965,171984,11208
88966,155134,10473
88967,167925,10469
88968,179318,11423
88969,117373,10309
88970,109124,11427
88971,162681,10566
88972,120159,11364
88973,154463,11362
88974,116917,11210
88975,126950,10304
88976,167444,11203
88977,132093,10314
88978,114624,11423
88979,150187,14886
88980,173494,10512
88981,128844,12582
88982,167348,12302
88983,110099,11236
88984,111416,11706
88985,180280,10310
88986,135782,10314
88987,129913,10940
88988,178263,10310
88989,181249,10308
88990,159726,10510
88991,119977,13045
88992,119379,14622
88993,116545,11566
88994,110919,10704
88995,172616,10520
88996,158799,14075
88997,166501,10469
88998,110866,10456
88999,120718,11434
89000,113047,12189
89001,146401,10703
89002,127991,11420
89003,157798,13438
89004,167887,12477
89005,128525,10471
89006,154610,14590
89007,155385,11210
89008,137867,10705
89009,156429,10512
89010,162573,10302
89011,138344,14051
89012,174047,12303
89013,122804,11435
89014,125741,12847
89015,155843,11364
89016,153636,14011
89017,120069,11355
89018,159123,12197
89019,147679,10314
89020,111685,14411
89021,161944,10306
89022,157013,10469
89023,110769,13431
89024,164234,10954
89025,122665,14063
89026,112000,12203
89027,156309,11236
89028,112378,12866
89029,176293,11412
89030,120107,11218
89031,128728,11203
89032,166227,14533
89033,165630,12306
89034,119455,12533
89035,171895,10466
89036,164605,12067
89037,121487,13601
89038,109265,10950
89039,180936,11420
89040,120765,10566
89041,127577,13156
89042,115306,11558
89043,133879,14221
89044,154134,12601
89045,163236,10562
89046,170237,10314
89047,155873,12054
89048,155259,10950
