Project Cost,Contractor,Project Status
27784.95,,Pipeline
32871.29,,Pipeline
12952.44,SunRun Inc.,Complete
18950.24,Sunnova Energy Corp.,Complete
37803.34,"Brooklyn SolarWorks, LLC",Complete
20851.2,,Pipeline
50220,Amergy Solar Inc.,Complete
34637,,Pipeline
55900,,Pipeline
9255,,Pipeline
19249.1,Venture Home Solar LLC,Complete
27847,SunRun Inc.,Complete
23096.46,"SuNation Solar Systems, Inc.",Complete
21761.6,Venture Home Solar LLC,Complete
21000,"Apex Solar Power, LLC",Complete
26611,,Pipeline
15219.05,,Pipeline
52210.75,"PlugPV, LLC",Complete
21420,Momentum Solar (dba for Pro Custom Solar LLC),Complete
37064.4,Venture Home Solar LLC,Complete
39912,SunRun Inc.,Complete
31825,,Pipeline
6792,SunRun Inc.,Complete
27284,,Pipeline
37520,,Pipeline
26828,New York State Solar Farm,Complete
8408,AEC Energy Corp./American Energy Care,Complete
27296,Kamtech Restoration Corp,Complete
226340,,Pipeline
45139,,Pipeline
23814,"IGS Solar, LLC",Complete
41437.54,,Pipeline
26352,Kasselman Solar LLC,Complete
13940,SunRun Inc.,Complete
20614,"Nickels Energy Solutions, LLC",Complete
15946,Venture Home Solar LLC,Complete
16257.84,,Pipeline
33500,"Nickels Energy Solutions, LLC",Complete
9748.5,,Pipeline
21489.29,,Pipeline
22730,"Alternative Power Solutions of NY, LLC",Complete
30867.99,,Pipeline
25872,"Solar Liberty Energy Systems, Inc.",Complete
32376,SunRun Inc.,Complete
11033,,Pipeline
29882.16,"PlugPV, LLC",Complete
26291.99,,Pipeline
86200,Kasselman Solar LLC,Complete
20877.2,Venture Home Solar LLC,Complete
12537.5,Momentum Solar (dba for Pro Custom Solar LLC),Complete
30780,SunPower Capital LLC,Complete
32800.5,,Pipeline
29129,"Buffalo Solar Solutions, Inc.",Complete
27743,,Pipeline
13207.38,Amergy Solar Inc.,Complete
21580,"Buffalo Solar Solutions, Inc.",Complete
30173.86,,Pipeline
8534.2,Venture Home Solar LLC,Complete
29014.3,"PlugPV, LLC",Complete
15200,Venture Home Solar LLC,Complete
6,,Pipeline
79113.6,SunRun Inc.,Complete
13387.5,,Pipeline
27000,Lighthouse Solar (dba for Sun Source Technologies),Complete
43523.2,Venture Home Solar LLC,Complete
24851.07,,Pipeline
25000,,Pipeline
24800,Proven Energy Systems,Complete
43026,,Pipeline
27429.8,SunRun Inc.,Complete
50532,"Brooklyn SolarWorks, LLC",Complete
12292,,Pipeline
27500,,Pipeline
43455,Kamtech Restoration Corp,Complete
20560,,Pipeline
27015.76,"Brooklyn SolarWorks, LLC",Complete
14017.5,,Pipeline
37544,,Pipeline
53050,,Pipeline
50477.25,Tesla Energy Operations Inc.,Complete
40087,"Apex Solar Power, LLC",Complete
11904,,Pipeline
19500,Geotherm Inc,Complete
28512,SunPower Capital LLC,Complete
37447,SunRun Inc.,Complete
27425,,Pipeline
35980,"Nickels Energy Solutions, LLC",Complete
16065,Momentum Solar (dba for Pro Custom Solar LLC),Complete
22356,"Renovus Energy, Inc",Complete
56079,,Pipeline
23098,,Pipeline
29430,,Pipeline
40000,,Pipeline
25561,SunRun Inc.,Complete
15596.18,,Pipeline
29075.76,"Brooklyn SolarWorks, LLC",Complete
20646,SunRun Inc.,Complete
56221.2,,Pipeline
14750,"O'Connell Electric Co., Inc.",Complete
60891.75,Sunnova Energy Corp.,Complete
32598.88,,Pipeline
22500,Kasselman Solar LLC,Complete
27587.25,,Pipeline
24227.28,,Pipeline
25125,Venture Home Solar LLC,Complete
40079.99,,Pipeline
18018,Trinity Solar (dba for Trinity Heating and Air),Complete
35173,,Pipeline
57552.5,Tesla Energy Operations Inc.,Complete
34099,,Pipeline
21526.28,,Pipeline
15540,,Pipeline
21451,New York State Solar Farm,Complete
36594.35,"PlugPV, LLC",Complete
9237374,Saturn Power Corporation,Pipeline
26500,,Pipeline
34737,,Pipeline
34560,SunPower Capital LLC,Complete
43184,"Solcius, LLC",Complete
37261.44,"Brooklyn SolarWorks, LLC",Complete
35526.4,,Pipeline
14439.6,Trinity Solar (dba for Trinity Heating and Air),Complete
10687,,Pipeline
81360,,Pipeline
22604,SunRun Inc.,Complete
41231,New York State Solar Farm,Complete
29597,Kamtech Restoration Corp,Complete
13132,,Pipeline
43652,,Pipeline
32998.79,,Pipeline
34430.66,,Pipeline
70632,SunPower Capital LLC,Complete
30527,,Pipeline
21835.2,SunPower Capital LLC,Complete
34335.34,"SuNation Solar Systems, Inc.",Complete
41677.35,Venture Home Solar LLC,Complete
46250,,Pipeline
22549,SunRun Inc.,Complete
21508,"Solcius, LLC",Complete
39127,"Renovus Energy, Inc",Complete
19472,,Pipeline
17072,,Pipeline
60225,Renewable Rochester (dba for Viola Homes),Complete
29137.5,"IGS Solar, LLC",Complete
33404.8,,Pipeline
40093.16,SunCommon (dba for Hudson Valley Clean Energy),Complete
16579.15,Venture Home Solar LLC,Complete
36911.16,,Pipeline
15087.42,Sunnova Energy Corp.,Complete
12966,SunRun Inc.,Complete
15336.62,,Pipeline
16616.4,,Pipeline
24692.85,Venture Home Solar LLC,Complete
20018,,Pipeline
11254.5,Amergy Solar Inc.,Complete
38412,,Pipeline
19561.5,Trinity Solar (dba for Trinity Heating and Air),Complete
18894,,Pipeline
36786,SunRun Inc.,Complete
16298.75,Momentum Solar (dba for Pro Custom Solar LLC),Complete
31888.6,"PlugPV, LLC",Complete
32447.95,,Pipeline
40427.01,"Solar Liberty Energy Systems, Inc.",Complete
31533,,Pipeline
85878.78,SunPower Capital LLC,Complete
12480.6,Venture Home Solar LLC,Complete
18508.75,,Pipeline
20225,,Pipeline
25500.2,,Pipeline
34517.66,"Brooklyn SolarWorks, LLC",Complete
1955000,"Entersolar, LLC",Complete
33800,,Pipeline
38500,"Nickels Energy Solutions, LLC",Complete
26939,GreenSpark Solar (dba for Sustainable Energy Developments),Complete
10200,,Pipeline
41184,Proven Energy Systems,Complete
26894,,Pipeline
67409.98,SunRun Inc.,Complete
29679,,Pipeline
10094,New York State Solar Farm,Complete
53040,Renewable Rochester (dba for Viola Homes),Complete
34786.4,,Pipeline
24421.35,,Pipeline
17279,"ETM Solar Works, Inc.",Complete
19188,,Pipeline
23305.03,,Pipeline
38241.73,AEC Energy Corp./American Energy Care,Complete
23240.7,"IGS Solar, LLC",Complete
7468,SunRun Inc.,Complete
43450,,Pipeline
17160,,Pipeline
31432,,Pipeline
56160,Kamtech Restoration Corp,Complete
28613.47,SunRun Inc.,Complete
30255,SunRun Inc.,Complete
30518,GreenSpark Solar (dba for Sustainable Energy Developments),Complete
33171,"Solcius, LLC",Complete
35526.01,SunPower Capital LLC,Complete
74088,,Pipeline
57059,GreenSpark Solar (dba for Sustainable Energy Developments),Complete
53821.18,,Pipeline
21225.6,"IGS Solar, LLC",Complete
36618.75,Sunnova Energy Corp.,Complete
20387,SunRun Inc.,Complete
25000,Solar Done Right (dba for J Synergy Solar LLC),Complete
24768,,Pipeline
54140,Kamtech Restoration Corp,Complete
14204,,Pipeline
26130,Infinity Solar Systems LLC,Complete
42383.4,,Pipeline
39099.71,,Pipeline
364307,,Pipeline
40499,,Pipeline
35776.5,,Pipeline
38904,,Pipeline
38250.38,"SuNation Solar Systems, Inc.",Complete
22000,Amergy Solar Inc.,Complete
27755.76,"Brooklyn SolarWorks, LLC",Complete
4905,New York State Solar Farm,Complete
29533.02,"SuNation Solar Systems, Inc.",Complete
65744.29,,Pipeline
26781.31,,Pipeline
26764,Kasselman Solar LLC,Complete
14224.11,,Pipeline
65246,,Pipeline
17579.59,,Pipeline
28660,,Pipeline
33262,SunRun Inc.,Complete
31797,,Pipeline
19719,,Pipeline
19597.5,Venture Home Solar LLC,Complete
19899,Trinity Solar (dba for Trinity Heating and Air),Complete
26089.12,,Pipeline
49578.79,,Pipeline
12603,SunRun Inc.,Complete
35247.62,,Pipeline
11029,,Pipeline
27140.4,"IGS Solar, LLC",Complete
21627.12,,Pipeline
32800,,Pipeline
47241.6,SunPower Capital LLC,Complete
14148,Grid City Electric Corp,Complete
32922.8,"SuNation Solar Systems, Inc.",Complete
40748,,Pipeline
51164.9,"CNY Solar, Inc.",Complete
32500,,Pipeline
25227.14,,Pipeline
17989.5,,Pipeline
13433.51,,Pipeline
60852,,Pipeline
35376.8,Venture Home Solar LLC,Complete
43293,SunPower Capital LLC,Complete
42400,Tesla Energy Operations Inc.,Complete
19850,SunRun Inc.,Complete
37810.88,,Pipeline
23986,SunRun Inc.,Complete
40074.64,"Brooklyn SolarWorks, LLC",Complete
41004,Infinity Solar Systems LLC,Complete
32376,Kasselman Solar LLC,Complete
33008.81,,Pipeline
20890,SunPower Capital LLC,Complete
8856,SunRun Inc.,Complete
15661.25,Momentum Solar (dba for Pro Custom Solar LLC),Complete
12245.26,SunRun Inc.,Complete
38500,Renewable Rochester (dba for Viola Homes),Complete
22780,Infinity Solar Systems LLC,Complete
45353,SunPower Capital LLC,Complete
34870.5,,Pipeline
15786,,Pipeline
23004,,Pipeline
23476.8,Venture Home Solar LLC,Complete
34737.06,"SuNation Solar Systems, Inc.",Complete
17517.68,,Pipeline
19362.23,,Pipeline
33000,,Pipeline
23084,SunRun Inc.,Complete
17244.5,,Pipeline
14586,"IGS Solar, LLC",Complete
13293,"IGS Solar, LLC",Complete
22361.25,,Pipeline
82702.68,,Pipeline
16623,,Pipeline
38000,SunBlue Energy (dba for Florenton River LLC),Complete
24991,,Pipeline
27216,AEC Energy Corp./American Energy Care,Complete
27216,,Pipeline
11333,SunRun Inc.,Complete
25192,SunRun Inc.,Complete
12751.2,,Pipeline
31065,SunPower Capital LLC,Complete
20940.4,Sunrise Energy Corp.,Complete
19349,,Pipeline
25950,Kasselman Solar LLC,Complete
35111,,Pipeline
10224.2,Venture Home Solar LLC,Complete
21294,,Pipeline
10816,,Pipeline
19180.31,SunRun Inc.,Complete
21093,SunRun Inc.,Complete
30693.6,,Pipeline
37900,,Pipeline
23017,,Pipeline
27829,SunRun Inc.,Complete
36503.34,"Brooklyn SolarWorks, LLC",Complete
34789,,Pipeline
23550.5,,Pipeline
30771,SunPower Capital LLC,Complete
27862,SunRun Inc.,Complete
15221.99,SunRun Inc.,Complete
23284.5,Momentum Solar (dba for Pro Custom Solar LLC),Complete
82877,,Pipeline
16864,SunRun Inc.,Complete
24331.5,,Pipeline
15038.11,,Pipeline
21632,,Pipeline
54074,,Pipeline
31912,Kasselman Solar LLC,Complete
13730,,Pipeline
42379,SunPower Capital LLC,Complete
26220,,Pipeline
28632.45,"IGS Solar, LLC",Complete
15225.6,Venture Home Solar LLC,Complete
25192,"IGS Solar, LLC",Complete
28329,SunRun Inc.,Complete
21800,,Pipeline
40786,Renewable Rochester (dba for Viola Homes),Complete
20569,Venture Home Solar LLC,Complete
13339.7,SunRun Inc.,Complete
19095,,Pipeline
41240,"SuNation Solar Systems, Inc.",Complete
26465,,Pipeline
24225.63,SunPower Capital LLC,Complete
21546,Sunnova Energy Corp.,Complete
25745,Kasselman Solar LLC,Complete
16360,SunRun Inc.,Complete
20656,SunRun Inc.,Complete
22066,SunRun Inc.,Complete
2856384,"Xzerta Energy Group, LLC",Pipeline
27700.05,Vivint Solar Development LLC,Complete
13742,SunRun Inc.,Complete
41854,,Pipeline
50513.06,,Pipeline
16243.32,,Pipeline
29626,,Pipeline
832194.4,"Green Street Power Partners, LLC",Pipeline
22365,Sunrise Energy Corp.,Complete
34503,,Pipeline
28089,"You Save Green, Inc",Complete
18419,SunRun Inc.,Complete
20060,Momentum Solar (dba for Pro Custom Solar LLC),Complete
58346,,Pipeline
23500,"Empire Solar Solutions, LLC",Complete
21450,Kasselman Solar LLC,Complete
26161.2,"SuNation Solar Systems, Inc.",Complete
27641.25,,Pipeline
14076,,Pipeline
32030,,Pipeline
34980.4,"PlugPV, LLC",Complete
42192.16,"Brooklyn SolarWorks, LLC",Complete
101112.78,,Pipeline
6143040,"Xzerta Energy Group, LLC",Pipeline
17450,,Pipeline
19872,Kasselman Solar LLC,Complete
23959.2,Venture Home Solar LLC,Complete
22470,Amergy Solar Inc.,Complete
37363,"Buffalo Solar Solutions, Inc.",Complete
3845.52,,Pipeline
17205.6,,Pipeline
51864.75,Sunnova Energy Corp.,Complete
24324.29,"IGS Solar, LLC",Complete
18271.32,,Pipeline
11053,SunRun Inc.,Complete
16110.08,,Pipeline
32365.68,,Pipeline
32500,Long Island Power Solutions,Complete
23051.99,,Pipeline
45300,Long Island Power Solutions,Complete
19740.01,,Pipeline
19680,Sunrise Energy Corp.,Complete
62554,Kamtech Restoration Corp,Complete
26813,,Pipeline
33499.54,"Brooklyn SolarWorks, LLC",Complete
58853,"Buffalo Solar Solutions, Inc.",Complete
25628.4,,Pipeline
35376,Venture Home Solar LLC,Complete
19586.82,,Pipeline
31341.73,,Pipeline
29799,GreenSpark Solar (dba for Sustainable Energy Developments),Complete
36020,,Pipeline
17503.75,Venture Home Solar LLC,Complete
25381,,Pipeline
33827.38,,Pipeline
17406.6,,Pipeline
23921,,Pipeline
30660,Venture Home Solar LLC,Complete
50009.28,,Pipeline
18094,,Pipeline
80615,SunnyMac LLC,Complete
29620,Kasselman Solar LLC,Complete
23940,,Pipeline
52467.56,SunPower Capital LLC,Complete
21480,,Pipeline
16443,Sunnova Energy Corp.,Complete
30038,SunRun Inc.,Complete
30875,"Apex Solar Power, LLC",Complete
46826.3,,Pipeline
40320,,Pipeline
39303,SunBlue Energy (dba for Florenton River LLC),Complete
7000,Kasselman Solar LLC,Complete
18289.11,,Pipeline
69787,A-Best Energy Power,Complete
28924.84,SunCommon (dba for Hudson Valley Clean Energy),Complete
27200,CIR Electrical Construction Corp.,Complete
39000,,Pipeline
45002,Kasselman Solar LLC,Complete
18065,SunRun Inc.,Complete
19144.66,SunCommon (dba for Hudson Valley Clean Energy),Complete
31356,Venture Home Solar LLC,Complete
20636,,Pipeline
14344,"Solcius, LLC",Complete
39098.8,Venture Home Solar LLC,Complete
30129.17,,Pipeline
46505.4,Vivint Solar Development LLC,Complete
19600,Momentum Solar (dba for Pro Custom Solar LLC),Complete
88104,,Pipeline
37375,Hytech Solar Inc,Complete
26000,"You Save Green, Inc",Complete
14085.51,"IGS Solar, LLC",Complete
28274.4,,Pipeline
81770,,Pipeline
15840,"Buffalo Solar Solutions, Inc.",Complete
37340.5,"SuNation Solar Systems, Inc.",Complete
51862.02,,Pipeline
27991,,Pipeline
467078,,Pipeline
27784.95,Vivint Solar Development LLC,Complete
29700,"Apex Solar Power, LLC",Complete
19451.2,,Pipeline
23400,,Pipeline
12850,"Apex Solar Power, LLC",Complete
159936.85,,Pipeline
31844,"SuNation Solar Systems, Inc.",Complete
61908,Renewable Rochester (dba for Viola Homes),Complete
41647.2,Venture Home Solar LLC,Complete
53726,Green Logic LLC,Complete
6220,Kasselman Solar LLC,Complete
12897.5,Venture Home Solar LLC,Complete
36180,,Pipeline
46878,Sea Bright Solar,Complete
31472,"SuNation Solar Systems, Inc.",Complete
39249,,Pipeline
11557.5,Venture Home Solar LLC,Complete
41542.05,,Pipeline
26865,,Pipeline
23716.8,,Pipeline
22936,,Pipeline
39045,,Pipeline
33355.83,SunPower Capital LLC,Complete
30202,,Pipeline
12917,SunRun Inc.,Complete
16136,"Solcius, LLC",Complete
19637,SunRun Inc.,Complete
114895,,Pipeline
29477.34,SunPower Capital LLC,Complete
51020,SunRun Inc.,Complete
33416.25,Venture Home Solar LLC,Complete
29408.4,Trinity Solar (dba for Trinity Heating and Air),Complete
18222.75,Sunnova Energy Corp.,Complete
61047,,Pipeline
18000,,Pipeline
19946,,Pipeline
23800,Fuze Solar (dba for NJP Consulting Inc.),Complete
20400,,Pipeline
25623.2,"SuNation Solar Systems, Inc.",Complete
36540,,Pipeline
30677.99,SunRun Inc.,Complete
34019.64,,Pipeline
36902,"Apex Solar Power, LLC",Complete
9097,SunRun Inc.,Complete
51138.4,SunPower Capital LLC,Complete
23667.75,,Pipeline
19365,GreenSpark Solar (dba for Sustainable Energy Developments),Complete
24900,,Pipeline
59616,Renewable Rochester (dba for Viola Homes),Complete
20800,Renewable Rochester (dba for Viola Homes),Complete
24333.57,,Pipeline
23178,,Pipeline
22230,,Pipeline
24581,"You Save Green, Inc",Complete
16575,Momentum Solar (dba for Pro Custom Solar LLC),Complete
21921.4,"SuNation Solar Systems, Inc.",Complete
23663,SunRun Inc.,Complete
15528,"Renovus Energy, Inc",Complete
24083,,Pipeline
32819.99,SunRun Inc.,Complete
27212.5,,Pipeline
43891,SunRun Inc.,Complete
20052,,Pipeline
45687.6,,Pipeline
20354.6,Venture Home Solar LLC,Complete
27453.9,,Pipeline
23575.24,,Pipeline
25708,,Pipeline
8273664,"Xzerta Energy Group, LLC",Pipeline
23555,GreenSpark Solar (dba for Sustainable Energy Developments),Complete
24812.06,SunRun Inc.,Complete
19421,Momentum Solar (dba for Pro Custom Solar LLC),Complete
550579.71,"Bright Power, Inc.",Pipeline
41808,Venture Home Solar LLC,Complete
25900,Geotherm Inc,Complete
27562.51,"Solar Liberty Energy Systems, Inc.",Complete
42242.8,"Brooklyn SolarWorks, LLC",Complete
49932,,Pipeline
46034,"Apex Solar Power, LLC",Complete
32243.75,,Pipeline
18056.5,Venture Home Solar LLC,Complete
37310,SunRun Inc.,Complete
33978.6,"Brooklyn SolarWorks, LLC",Complete
66967,SunRun Inc.,Complete
17746.43,,Pipeline
26652.6,,Pipeline
26109,"Renovus Energy, Inc",Complete
20073.2,,Pipeline
16582.5,Venture Home Solar LLC,Complete
22444.4,,Pipeline
39886.57,,Pipeline
37347.99,SunPower Capital LLC,Complete
32263.02,SunCommon (dba for Hudson Valley Clean Energy),Complete
29790,,Pipeline
7887,,Pipeline
3354800,"U.S. Light Energy (dba for Solitude Solar, LLC)",Pipeline
14272.98,,Pipeline
27336,,Pipeline
35000,,Pipeline
10819,Trinity Solar (dba for Trinity Heating and Air),Complete
9443,SunRun Inc.,Complete
1711951,"Green Street Power Partners, LLC",Pipeline
18693,"IGS Solar, LLC",Complete
38860.63,,Pipeline
38951,"Renovus Energy, Inc",Complete
27754,"Solcius, LLC",Complete
74900,,Pipeline
28013.37,SunRun Inc.,Complete
21288,,Pipeline
8142,,Pipeline
7083,SunRun Inc.,Complete
30706.12,"SuNation Solar Systems, Inc.",Complete
26729,SunRun Inc.,Complete
60307.2,"Solar Liberty Energy Systems, Inc.",Complete
11725,,Pipeline
20336,SunRun Inc.,Complete
31248.8,Venture Home Solar LLC,Complete
36550.5,SunRun Inc.,Complete
27004,,Pipeline
37651.73,,Pipeline
10030.32,,Pipeline
13085.1,,Pipeline
15758.4,Venture Home Solar LLC,Complete
16396.24,,Pipeline
26956,"Renovus Energy, Inc",Complete
17034,,Pipeline
16803.6,Venture Home Solar LLC,Complete
15242.5,Venture Home Solar LLC,Complete
35996,Kamtech Restoration Corp,Complete
9638,SunRun Inc.,Complete
33777,SunRun Inc.,Complete
39585,,Pipeline
17552.5,Momentum Solar (dba for Pro Custom Solar LLC),Complete
36785,Solar Done Right (dba for J Synergy Solar LLC),Complete
44622,"IGS Solar, LLC",Complete
42908.8,"IGS Solar, LLC",Complete
25281.45,,Pipeline
25682,Hytech Solar Inc,Complete
30458.83,"SuNation Solar Systems, Inc.",Complete
51379.01,,Pipeline
36360.9,Venture Home Solar LLC,Complete
27051.25,,Pipeline
43200,Kamtech Restoration Corp,Complete
34838,Venture Home Solar LLC,Complete
55469,,Pipeline
24107,SunRun Inc.,Complete
57534.19,,Pipeline
17651.15,,Pipeline
62776.15,,Pipeline
32100,,Pipeline
9843.12,Grid City Electric Corp,Complete
37914.54,"Brooklyn SolarWorks, LLC",Complete
65673.4,Venture Home Solar LLC,Complete
36950,Geotherm Inc,Complete
27300,Momentum Solar (dba for Pro Custom Solar LLC),Complete
16545.65,,Pipeline
22465,"Buffalo Solar Solutions, Inc.",Complete
21420,"IGS Solar, LLC",Complete
21683,SunRun Inc.,Complete
121186,,Pipeline
21569.31,,Pipeline
26890.45,Venture Home Solar LLC,Complete
34747.02,SunPower Capital LLC,Complete
98805.54,,Pipeline
24180.98,SunRun Inc.,Complete
12821,,Pipeline
13830,SunRun Inc.,Complete
26662,Sunrise Energy Corp.,Complete
30954,Infinity Solar Systems LLC,Complete
15057,SunRun Inc.,Complete
29719,"SuNation Solar Systems, Inc.",Complete
29915,,Pipeline
24243.79,"Solar Liberty Energy Systems, Inc.",Complete
26625.06,"PlugPV, LLC",Complete
22443.75,Venture Home Solar LLC,Complete
23882,GreenSpark Solar (dba for Sustainable Energy Developments),Complete
