Project Number,$Incentive
153915,3348
120664,17724
165736,1008
157690,0
166424,2030
168766,2268
160667,1953
126646,1183
118798,0
152699,523
178829,0
115879,826
135172,59976
165951,2022
160799,0
166342,1076
111378,1478
126885,0
174505,1394
126006,3885
177068,2187
115590,1440
180177,1344
120371,2016
162514,905
127816,2415
112618,1349
137775,1645
175119,1512
142729,1620
180204,756
116488,1125
160228,1197
110536,2016
111196,2592
179445,1782
165604,1008
169641,3412
126817,2520
128419,2730
162321,1546
135130,751
152812,1470
135747,1624
118477,7280
118871,1844
175617,3416
118228,2488
114488,3216
148352,864
127639,2142
115231,48000
160263,3360
133652,1470
118597,4624
180610,8750
179776,2315
114699,1531
126805,1922
165125,1456
165206,722
167149,1080
156146,1386
171803,0
161059,0
126913,1050
123287,0
117676,2088
116016,1728
113584,3190
115416,36496
141890,0
161904,972
179847,1739
154871,980
119484,2223
153123,6505
120302,1461
122692,1820
177640,907
110308,9212
174010,713
154973,968
122359,1044
149676,34445
115074,3206
128401,2741
153529,1213
171709,6836
156580,2886
113079,520
174493,2363
116035,1281
141804,572
176588,1995
135077,1944
178935,1778
148771,1179
161290,1890
113228,6009
160765,1425
151345,32029
166874,2052
113248,2882
155205,1296
110894,64202
162748,1922
166399,1512
149686,22365
109213,36212
126956,6720
120892,2747
175484,2888
154154,945
162967,2233
141056,3654
110667,64364
168242,2020
148187,3024
112238,1742
117830,1340
128264,1563
147650,2882
155559,2538
155145,2727
114103,2233
180388,4794704
128339,3572
154587,1764
126361,1025
164719,1432
128064,1265
147063,5430
127334,974
156844,1131
118745,3131
161620,612
179102,1881
177708,1782
128801,3717
164942,1836
111637,1710
155703,1244
175887,12726
116694,2520
154458,1924
120155,4052
166254,1728
166891,2730
118136,4769
116568,
111226,1847
162304,2520
160717,6038
162442,1782
126953,1723
165333,1440
161376,972
119522,1610
111142,6388
165836,2700
117799,1690
119798,1518
162679,3202
161980,2523
167932,864
117217,1260
139113,1373
154166,879
162833,944
127383,2639
174140,1418
110722,3532
119386,2133
164802,1296
160320,720
154715,1978
163556,2740
180432,2001
159710,1062
121201,669
127798,0
164854,1404
115497,2134
157620,4032
167337,1953
113969,5670
157359,3456
177115,2461
180275,1494
181205,756
112138,1310
181639,1521
164336,1421
138623,1305
127157,3170
151136,1495
160167,4568
163364,3146
115834,1372
162666,2603
110097,1188
155128,1155
177207,1175
122552,2376
109587,4389
144658,1963
155013,0
163140,3430
168313,2700
152297,4515
118344,2887
167558,2205
117310,1392
114750,1281
113496,1928
174692,1143
122873,3434
116097,19698
116476,2851
157445,1944
147088,1411
142684,1620
153035,2250
214916,2312
165702,2277
126615,1335
179271,0
178693,3696
112999,573
111067,8113
180747,10248
119335,5574
168115,1280
156588,18630
109414,2278
153613,2692
128322,1944
110520,2160
160217,1019
158821,3255
126555,2135
159645,4340
189460,1120
117177,2030
108939,47000
161918,1864
111670,3024
165475,1044
163758,2016
114271,0
112827,2246
144030,218781
175271,1728
111468,2100
156900,983
164527,1728
125888,990
158154,1426
167125,1755
118539,792
122518,3151
117721,3192
159795,1386
153731,1479
162644,1505
163469,1944
115721,2736
174425,1466
162755,2376
118973,4434
110970,2784
137679,0
127285,41472
157242,621
110629,2412
128207,1470
162701,2730
117894,3168
129242,1782
116382,2400
176246,2426
149386,1114
175499,1602
171970,1115
155680,1199
157402,1296
180789,5988
112216,2444
162402,1594
144597,3197
122290,2122
153471,1330
167162,4042
171344,1089
113697,2330
152675,5017
159284,1890
154631,900
156092,1731
109966,1831
153540,3024
109034,2436
120416,2989
146895,2436
114119,2153
159234,3721
127636,1239
116748,1575
113026,3024
142097,3456
118279,2604
112567,1647
149788,2052
152486,2930
116532,2304
175470,3381
123159,1183
117477,3416
178438,1836
119764,0
153213,0
117596,1671
127335,1170
172077,1832
115618,2280
177625,2211
181206,990
138212,31506
180892,1944
167038,1801
110016,4416
161303,772
152642,3038
162279,4347
136288,1251
111487,2100
163159,1044
180265,1450
153582,3885
177161,20095
161422,1138
126708,1601
174256,1639
138911,2170
175948,1515
179714,1520
154752,1663
165255,4320
159992,2146
139279,2052
181237,2592
155897,1522
110739,0
159870,2387
143335,1218
170165,0
148914,1058
152540,1714
119795,576
172604,1953
144855,4086
158741,0
118414,4646
157022,1616
151149,0
153186,1858
131433,1188
157745,2130
129102,2581
112317,1872
172437,1296
127760,1788
110414,65000
175253,0
113134,1160
161187,2475
173132,209592
158438,903
179297,3024
111698,0
164029,2580
128061,861
151987,0
156865,6038
153081,0
126658,2060
111763,1719
114374,3696
174118,2268
177571,3840
165796,1706
128736,737
128699,4337
166306,4300
125831,1457
149753,1914
146349,665
143230,1377
117546,4130
171858,1080
178216,3319
153364,1134
109336,1260
120871,5313
109109,3430
151054,998
166831,2250
179915,1386
171084,891
171554,3985
121987,1273
147147,1810
177814,2065
152759,1914
112657,1879
161561,1994
133595,0
166442,0
156445,5837
143378,5313
122822,2891
127563,3675
169058,3820
118577,1210
154122,1640
164260,1331
133815,2538
122585,2289
117337,2028
117493,1470
180108,1095
115327,2010
175658,1296
127855,797
126331,1098
155406,1820
162611,1035
148554,1304
180928,972
172286,3146
135628,2613
160065,1620
157194,2334
114369,1373
111573,6024
173598,329290
155329,3248
150061,2165
133846,2387
128857,1648
115042,5760
159109,1890
166526,5292
115210,3192
167059,3564
160475,2020
116647,3990
108736,2736
144516,2844
110654,1368
153254,648
136004,1172
129611,1170
163547,648
120120,915
171681,1478
111344,1109
110746,1848
175385,847
138315,1535
159108,2354
112488,3126
121468,1464
167390,1331
115101,3563
120076,687
178817,1188
153436,3456
180873,0
165041,756
139801,4914
159036,1729
110855,1792
168206,1208
177536,1218
175491,2741
156923,3050
153427,2376
159495,3885
111844,2112
117984,2784
147754,1188
176537,990
178351,3640
145776,1495
121084,1683
111280,2112
164724,1214
114282,1720
108769,2161
155826,495
154823,1008
153645,2639
118315,1279
169676,1223
159601,2060
119865,3430
178964,774
114550,1890
176647,1588
147689,1188
155483,1275
163202,2160
135841,924
169672,1243
111053,2246
172503,4644
115625,14280
166569,6492
156721,1164
157883,792
122787,1652
170594,2592
151460,986
149209,1708
149092,2160
126726,3843
116996,778
130299,783
166031,1330
161006,4212
173390,1740
163680,1617
163431,1831
142198,1754
112588,1320
134994,2916
120602,2700
135798,1015
109774,2210
158207,1180
153330,2940
163982,684
162541,1080
128253,899
148119,1628
122262,2403
161367,702
171327,1514
148668,1208
156199,1764
170588,1627920
160946,1530
108681,1828
171313,2016
157552,6388
112773,1980
152985,2898
130011,0
174303,2747
165806,2240
171045,1544
121966,2492
127027,1495
172996,2541
158128,1602
179874,1549
119200,3360
111900,3868
181032,0
117818,4123
171502,1404
129078,2112
168389,2043
153777,992
164435,1678
180969,1386
143977,1830
172368,2455
128507,889
152944,891
111325,805
109673,1560
171993,2025
118680,1204
114581,1151
158925,2523
174610,1404
116916,2880
129035,1231
132009,0
113051,2736
140530,2436
159417,1131
113289,2508
109130,1800
115901,1601
171202,3360
126518,692900
152784,98550
115033,75000
167440,1836
128516,4436
134419,1287
113890,801
132084,1207
111327,4200
126742,5591
119092,2989
151011,1470
158702,2518
116356,2577
174403,3780
179390,2776
127616,1062
175558,842
169319,1708
172620,4921
179049,1921
111967,3360
167271,1260
119557,4697
110267,2850
150186,1835
179675,1296
174850,3536
175406,3360
112355,2060
108897,1715
156771,1680
160021,1170
157799,1421
114418,512
172320,1728
116172,2882
181172,0
164188,2088
175984,2079
174162,0
177331,3146
152858,961
115765,3570
122230,2277
114563,4032
119699,2828
117565,3312
159129,1853
160575,1305
109895,2747
134598,901
153742,2201
162904,1624
121560,1044
128553,976
128447,868
179730,981
148577,1287
166226,1188
138528,2669
179001,3255
114662,1876
163781,3360
121940,4554
153629,719
129257,1827
152920,2741
180685,845
173854,1080
161310,1350
142633,1914
127169,2376
121158,1860
118034,3528
159402,1000
115576,2016
166566,1296
185518,1411
112268,996
165823,1386
113367,2058
134475,1080
162345,2016
152554,1449
120484,2112
166183,785
173640,1244
125982,2052
180241,1188
157635,4293
128941,2680
135763,1602
167190,1818
165400,2496
155106,1740
181083,1248
119283,3285
178139,2242
122398,2168
180800,3888
178464,1441
157486,0
111445,112500
142803,3038
153305,1975
160689,1260
166124,3150
135046,846
166489,2203
172167,2203
117864,2232
117353,2348
113772,5723
162093,2797
127128,2784
180159,1404
166655,783
119584,2944
171417,1628
127527,2697
177943,1212
138347,1738
160064,4089
116304,3618
178543,1480024
180604,1208
154782,4830
126547,3614
126983,2558
172985,1494
115143,2168
118236,4830
157346,4536
119538,0
163103,1853
160409,2690
162479,1680
127876,3098
165970,2821
115055,1710
179069,16281
117026,2520
121684,3820
113465,2336
128375,2005
128632,4071
119006,2989
179346,2808
116960,2318
128665,3237
156811,5180
117990,2646
176763,1375
122112,1554
168498,1680
175167,53100
126766,7245
162250,3048
158237,4410
149237,2475
128948,632
114333,4585
155418,2036
126627,2560
168605,750
127503,1109
158306,1210
165234,893
169135,253368
164617,2160
158065,1620
154921,2426
163773,1005
164850,2747
155910,17145
120959,2989
110256,1104
159738,312
181045,2484
113300,1596
118290,2011
164812,2484
150180,15120
114182,889
116239,1998
156019,0
161411,1281
156230,1656
155248,4106
162915,4018
109631,39646
127367,1280
153327,3830
112875,2060
109830,2160
165504,1327
118395,1495
162138,722
173853,1334
181310,1342
118375,1602
139150,1288
179333,990
128775,3465
156307,2030
148632,1724
180068,1123
153843,2592
164078,1170
118251,2218
159552,799
146465,5040
177383,1944
169035,1979
157091,2581
179762,1495
112450,2221
117903,1638
117806,0
114938,1601
155657,0
171054,4032
118817,1455
119083,1602
118063,2016
170384,5625000
175338,992
108739,116000
112685,2780
137723,3960
114235,874
142704,1946
126829,1397
117496,2310
167140,1350
165102,4554
167549,1138
164791,1608
178366,2059
148640,2523
160855,4165
119649,3843
154503,810
126904,2315
168265,1017
159164,0
120389,1519
206861,2312
127142,2135
152775,2575
180549,1502
126601,5487
166408,1890
130079,998
164501,2474
165021,2142
174930,1501
157211,3780
129860,2800
158416,1802
164146,1449
138967,1512
148196,3840
162070,4620
172732,3407
178896,1102
118495,1895
133718,2477
108777,2144
167850,756
121088,1479
170447,1188
152375,0
158803,2088
127277,38115
126675,1044
180403,2354
126809,935
109386,956
175765,2302
161250,1408
165886,2160
111190,2412
163937,1710
157435,7500
126212,1575
116003,6847
165212,2184
174238,1218
123037,3240
128413,1071
147734,870
165674,2772
115184,2080
115717,2304
167650,1710
133630,0
180607,2775
114944,2022
122366,1392
172849,824
153140,856
155602,2106
153941,1410
154881,1740
162627,2284
143840,1212
163902,1708
133615,2443
134319,1890
116460,8540
117188,1217
119832,2088
138406,2189
113999,0
161437,1386
179769,3255
154664,2030
158369,1260
125939,2940
173726,6520
116252,798
121876,59920
210051,905
122176,2562
115242,1764
113569,826
114053,7875
176391,2562
121275,1110
114642,1260
159852,1758
119203,3360
177695,1512
117902,2592
119754,1728
119928,1546
121719,2457
109274,1584
175867,1239
168092,1531
119019,1321
165355,1433
149715,1305
111632,2280
155761,1888
109303,1518
160704,1501
143849,974
109914,1848
113155,2669
164627,2844
162525,1638
117925,4176
162674,522
152893,2970
164637,2827
113148,928
156833,2791
110349,0
166237,2052
128768,1218
121401,3570
159920,630
179583,4720
171689,2747
174519,964
122717,2430
108679,27176
158586,3094
153478,18664
181657,1764
153891,656
170387,463
122670,2079
155135,4200
148781,783
181533,19231
112624,998
110869,1890
216097,1766
110067,1440
160629,737
120812,3675
163918,2334
168058,5832
142069,850
179319,2871
173457,2712
159207,0
159319,835
176726,14904
144673,2759
164180,1955
111355,1041
161083,1079
164344,3087
157824,1241
119980,3465
138558,2030
178257,2234
180646,1764
158801,2079
181251,5376
169458,2520
127217,3319
154701,856
154962,1890
135225,1013
169470,349488
159728,584
119510,3858
177096,0
126095,3243
162312,2176
110572,1584
115403,3629
168989,1164
166722,808
177849,1568
130158,1477
165763,2620
168784,4095
166769,1455
111787,2736
155643,1436
115151,2507
170058,2328
120530,2175
156181,2135
164577,0
167304,1188
164770,0
156883,1319
162407,1350
118854,2697
168214,1394
117089,5040
153443,3271
127918,2639
162450,792
174730,957
177759,611
121150,1330
113452,1831
157797,2079
155626,3605
173905,1498728
142665,0
113313,1482
149358,1836
178887,1188
176099,2747
181621,1851
163302,15705
153610,1847
159810,1764
125742,4900
161740,1296
110439,2176
179794,3038
177150,1472
156739,1980
121899,2054
160107,1827
135537,2145
155027,3595
163323,1404
148247,1836
171840,1512
116754,1082
175065,1575
116595,2669
149339,2916
156506,1311
158829,4741
128811,968
109048,2294
121769,1249
146300,0
116435,2354
115704,2310
160756,2608
172843,1365
116111,3321
153047,2969
176022,1188
129184,1456
129372,1479
130706,1239
143257,10440
179179,0
121630,3126
113611,3360
165370,1373
180421,1984
115287,1638
176002,1080
115080,4420
119274,4158
158887,1746
171533,1487
169159,1904
126689,1134
157253,2888
148515,2194
109954,2484
115491,1570
156082,1751
162789,1512
120744,1739
146916,7500
121924,2016
168422,840
112839,1938
135147,2484
129180,3087
110459,1392
110845,2144
123262,5150
158405,1449
158168,3518
